Mon Jul  1 15:37:16 2024    output.prof

         31094020 function calls (30269907 primitive calls) in 394.255 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      108    0.000    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/transforms.py:13(__init__)
     4128    0.001    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/utils.py:467(__setitem__)
     3053    0.001    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ir.py:1090(__init__)
       60    0.001    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/core/utilities/arrays.py:58(_coerce_pointslike_arg)
      154    0.000    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/base.py:341(subtarget)
   441/29    0.000    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/ufunc/array_exprs.py:333(generic_visit)
       51    0.001    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/numpy/core/_asarray.py:27(require)
     3633    0.001    0.000    0.002    0.000 <frozen os>:756(encode)
       91    0.000    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/axis.py:437(_get_text2_transform)
       89    0.000    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/axes/_base.py:1043(get_yaxis_text2_transform)
      353    0.000    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/datamodel/models.py:544(get_argument_type)
       62    0.000    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/datamodel/models.py:474(as_data)
       16    0.000    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/joblib/externals/loky/process_executor.py:130(wakeup)
      118    0.000    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/templates.py:164(make_concrete_template)
    10005    0.002    0.000    0.002    0.000 {method 'split' of 'str' objects}
     5105    0.002    0.000    0.002    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       13    0.000    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/datamodel/models.py:588(from_data)
        2    0.001    0.001    0.002    0.001 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:856(__init__)
       16    0.000    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/figure.py:215(_get_draw_artists)
    28327    0.002    0.000    0.002    0.000 {method 'lower' of 'bytes' objects}
        4    0.000    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/tupleobj.py:291(getitem_unituple)
     1573    0.001    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/itanium_mangler.py:94(_len_encoded)
        1    0.000    0.000    0.002    0.002 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/themes.py:3169(__init__)
   441/29    0.001    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/ast.py:488(generic_visit)
      192    0.000    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/text.py:1181(set_position)
      533    0.000    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/cgutils.py:446(get_null_value)
      299    0.000    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/cgutils.py:44(make_bytearray)
      146    0.000    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/interpreter.py:2652(_binop)
        1    0.000    0.000    0.002    0.002 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/camera.py:1(<module>)
       36    0.000    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/offsetbox.py:603(__init__)
        2    0.000    0.000    0.002    0.001 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/tupleobj.py:157(iternext_unituple)
      787    0.000    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/numpy_support.py:332(_ufunc_loop_sig)
        2    0.001    0.000    0.002    0.001 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/renderer.py:260(__init__)
     4081    0.002    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/cpu_options.py:58(encode)
     1306    0.000    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/axis.py:786(get_transform)
        2    0.000    0.000    0.002    0.001 /opt/homebrew/lib/python3.11/site-packages/numba/core/pythonapi.py:60(box)
      108    0.000    0.000    0.002    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/transforms.py:101(_dispose)
       34    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/axis.py:2269(setter)
     1550    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/text.py:1192(set_x)
      112    0.000    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:694(<genexpr>)
        8    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/npydecl.py:373(generic)
     8815    0.001    0.000    0.001    0.000 {built-in method time.time}
       81    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/interpreter.py:1486(init_first_block)
        1    0.001    0.001    0.001    0.001 /opt/homebrew/lib/python3.11/site-packages/numpy/linalg/linalg.py:492(inv)
        1    0.000    0.000    0.001    0.001 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/axes.py:1(<module>)
       17    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/axes/_base.py:1515(_set_title_offset_trans)
       48    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/path.py:607(get_extents)
      612    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/lines.py:1211(set_markeredgecolor)
      388    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/callconv.py:726(_get_try_state)
       30    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/cpu.py:45(create_module)
       81    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/controlflow.py:230(_idom)
      377    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/transforms.py:2668(__init__)
      704    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/numpy_support.py:276(supported_ufunc_loop)
        8    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/axes/_base.py:3513(set_xbound)
    10665    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/controlflow.py:125(predecessors)
        1    0.000    0.000    0.001    0.001 /opt/homebrew/lib/python3.11/site-packages/numba/np/arrayobj.py:3619(_make_views)
       16    0.000    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/connection.py:182(send_bytes)
      108    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/module.py:79(get_function)
       56    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/render_window_interactor.py:957(get_poked_renderer)
      108    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/transforms.py:25(opt_level)
      396    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/values.py:31(_escape_string)
     1172    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/transforms.py:2411(transform_non_affine)
       91    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/axes/_base.py:963(get_xaxis_text2_transform)
        1    0.000    0.000    0.001    0.001 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/listobj.py:1(<module>)
     5407    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/controlflow.py:95(add_node)
      600    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/instructions.py:422(descr)
      223    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/containers.py:256(__unliteral__)
      126    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/npytypes.py:470(copy)
      767    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/colors.py:1001(hex_rgba)
     1818    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ir.py:1172(get_exact)
       37    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/themes.py:563(__init__)
      475    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/functools.py:35(update_wrapper)
       36    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/transforms.py:858(update_from_path)
       61    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/interpreter.py:2831(_op_JUMP_IF)
      933    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/abstract.py:443(literal_type)
     2329    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/abstract.py:127(__ne__)
      112    0.001    0.000    0.001    0.000 {method 'SetNumberOfComponents' of 'vtkmodules.vtkCommonCore.vtkAbstractArray' objects}
       81    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/controlflow.py:443(_find_immediate_dominators)
       82    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/callconv.py:373(return_value)
      108    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/transforms.py:48(inlining_threshold)
        1    0.000    0.000    0.001    0.001 /opt/homebrew/lib/python3.11/site-packages/joblib/externals/loky/reusable_executor.py:279(_setup_queues)
      138    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/module.py:151(declare_intrinsic)
      300    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/transforms.py:1612(transform_path_non_affine)
        1    0.000    0.000    0.001    0.001 /opt/homebrew/lib/python3.11/site-packages/numba/np/arrayobj.py:3647(_make_view)
      332    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/lines.py:726(_get_transformed_path)
       88    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/base.py:998(make_array)
       20    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/cbook.py:539(_get_data_path)
      162    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:90(RLock)
        1    0.000    0.000    0.001    0.001 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/lookup_table.py:730(apply_cmap)
      308    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/itanium_mangler.py:103(mangle_abi_tag)
      114    0.000    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:159(_type_convert)
       10    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/patches.py:694(__init__)
     1462    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/numpy_support.py:394(<listcomp>)
     2362    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dis.py:594(_unpack_opargs)
      179    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/interpreter.py:2149(op_STORE_FAST)
       15    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/cgutils.py:1104(muladd_with_overflow)
      612    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/lines.py:1407(set_dash_capstyle)
       85    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/cgutils.py:955(pointer_add)
      108    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/transforms.py:71(loop_vectorize)
     4349    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/datamodel/models.py:48(get_argument_type)
      484    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/axis.py:1758(convert_units)
      108    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/templates.py:1278(decorator)
     3684    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ir.py:1297(append)
        4    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/listobj.py:485(list_len)
      353    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/datamodel/models.py:545(<listcomp>)
      108    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/transforms.py:83(slp_vectorize)
     3850    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/compiler_machinery.py:385(resolve_requires)
       15    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/base.py:675(pair_first)
       34    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/codegen.py:1428(set_env)
      108    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/templates.py:1256(decorate)
        1    0.000    0.000    0.001    0.001 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/unicode_support.py:1(<module>)
      433    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typeinfer.py:1109(lock_type)
     1128    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/ticker.py:245(fix_minus)
        1    0.000    0.000    0.001    0.001 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/renderer.py:1(<module>)
       34    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/options.py:45(_apply)
        4    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ir_utils.py:373(replace_vars)
       15    0.000    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:845(__init__)
      108    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/value.py:199(linkage)
       70    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/axes/_base.py:2516(_process_unit_info)
      364    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/context.py:228(<listcomp>)
     2456    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ir.py:908(__init__)
      271    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ir_utils.py:406(visit_vars_stmt)
       77    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/lowering.py:175(emit_environment_object)
       49    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/vtkmodules/util/numpy_support.py:200(vtk_to_numpy)
        4    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ir_utils.py:396(visit_vars)
      324    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/common.py:49(__init__)
      767    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/cffi/api.py:952(_builtin_function_type)
       33    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/npyimpl.py:152(store_data)
     2994    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/transforms.py:242(x0)
       12    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/datamodel/models.py:220(from_return)
     2044    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/warnings.py:487(__exit__)
     1450    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/scale.py:115(get_transform)
      895    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
      339    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/datamodel/packer.py:190(unflatten)
       77    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typed_passes.py:569(run_pass)
       18    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/ticker.py:2015(_validate_steps)
      830    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:735(unwrap)
      147    0.000    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/metadata/__init__.py:795(joinpath)
      987    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:254(get)
      590    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/templates.py:98(__repr__)
      260    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/lines.py:711(_transform_path)
      612    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/lines.py:1231(set_markerfacecoloralt)
       32    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/axes/_base.py:1871(apply_aspect)
     1432    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/cbook.py:181(__init__)
      256    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
       86    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/interpreter.py:2779(op_RETURN_VALUE)
        1    0.000    0.000    0.001    0.001 /opt/homebrew/lib/python3.11/site-packages/numba/np/arrayobj.py:5242(get_first_item)
      481    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/text.py:1214(set_rotation)
       36    0.001    0.000    0.001    0.000 /Users/duncan/Desktop/myenv/DPhil/Comet_Nucleus_Model/comet_nucleus_model/animate_model.py:180(<listcomp>)
        8    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/axes/_base.py:3766(set_ybound)
    27098    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
       80    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/base.py:298(declare_env_global)
     1507    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
    18688    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
     1580    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/font_manager.py:1107(_expand_aliases)
      303    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/templates.py:85(__hash__)
       92    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/renderers.py:253(loc_to_index)
       81    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/byteflow.py:191(_build_cfg)
       16    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/base.py:682(pair_second)
     1564    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/module.py:138(add_global)
      925    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ir.py:376(__init__)
     2027    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/controlflow.py:88(__init__)
      128    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/interpreter.py:2176(op_LOAD_ATTR)
      161    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/vtkmodules/util/numpy_support.py:92(get_numpy_array_type)
       24    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/templates.py:517(_validate_sigs)
       27    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/npyimpl.py:466(__init__)
       68    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/slicing.py:15(fix_index)
    16711    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ir.py:275(__contains__)
       36    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.update_path_extents}
        1    0.000    0.000    0.001    0.001 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/setobj.py:1(<module>)
      556    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/instructions.py:237(descr)
      194    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/untyped_passes.py:352(_do_work)
      188    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/artist.py:1001(set_alpha)
       13    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/core/utilities/arrays.py:402(point_array)
     1267    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/context.py:494(insert_global)
      130    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/vtkmodules/numpy_interface/dataset_adapter.py:268(__array_finalize__)
     1115    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/traceback.py:236(clear_frames)
        1    0.000    0.000    0.001    0.001 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/listdecl.py:1(<module>)
       16    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/random.py:480(choices)
        1    0.000    0.000    0.001    0.001 /opt/homebrew/lib/python3.11/site-packages/pyvista/core/cell.py:614(__init__)
      716    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/npydecl.py:51(<listcomp>)
      612    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/lines.py:1065(set_drawstyle)
       92    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numpy/core/fromnumeric.py:588(transpose)
       44    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/legend.py:639(_set_artist_props)
       16    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/connection.py:406(_send_bytes)
      734    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/transforms.py:368(bounds)
3030/1786    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/transforms.py:2398(<lambda>)
       97    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/serialize.py:193(reducer_override)
       77    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/controlflow.py:304(topo_sort)
     3243    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/containers.py:455(key)
       32    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/joblib/externals/loky/backend/_posix_reduction.py:29(DupFd)
1008/1001    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/context.py:655(unify_pairs)
     3328    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/analysis.py:138(<genexpr>)
    12828    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/templates.py:50(args)
      158    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/interpreter.py:2205(op_LOAD_GLOBAL)
     1589    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/context.py:469(_insert_global)
      829    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:167(get_annotations)
        3    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/arrayobj.py:4011(iternext_numpy_getitem_any)
        1    0.001    0.001    0.001    0.001 {built-in method posix.unlink}
       34    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/cpu.py:293(finalize)
    14558    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/copy.py:182(_deepcopy_atomic)
        8    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/legend.py:925(<listcomp>)
      244    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/base.py:66(_best_signature)
      314    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2421(all)
      210    0.001    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/vtkmodules/util/numpy_support.py:72(get_vtk_to_numpy_typemap)
      332    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/transforms.py:2731(__init__)
       48    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/interpreter.py:2904(op_POP_JUMP_FORWARD_IF_FALSE)
      201    0.000    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pickle.py:322(_getattribute)
      484    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/units.py:56(_is_natively_supported)
        8    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/rangeobj.py:28(range1_impl)
        8    0.001    0.000    0.001    0.000 {method 'write' of '_io.BufferedWriter' objects}
       36    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/axis.py:1867(_set_formatter)
      420    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numpy/core/fromnumeric.py:3269(round)
        8    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/matplotlib/axes/_base.py:3588(set_xlim)
  857/435    0.000    0.000    0.001    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ir_utils.py:457(visit_vars_inner)
        1    0.000    0.000    0.001    0.001 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/renderers.py:1(<module>)
