Rotation Angle (rad), Temperature (K)
3.216990877275948124e-01,5.316728118024742145e+01
3.229557247890307292e-01,5.316364654934434952e+01
3.242123618504666460e-01,5.316001434495423439e+01
3.254689989119025628e-01,5.315638456414115609e+01
3.267256359733384796e-01,5.315275720397436743e+01
3.279822730347743964e-01,5.314913226152831527e+01
3.292389100962103132e-01,5.314550973388259081e+01
3.304955471576462300e-01,5.314188961812195089e+01
3.317521842190821468e-01,5.313827191133628958e+01
3.330088212805180636e-01,5.313465661062063106e+01
3.342654583419539804e-01,5.313104371307510831e+01
3.355220954033898972e-01,5.312743321580495603e+01
3.367787324648258140e-01,5.312382511592051060e+01
3.380353695262617308e-01,5.312021941053718166e+01
3.392920065876976476e-01,5.311661609677545215e+01
3.405486436491335644e-01,5.311301517176084985e+01
3.418052807105694813e-01,5.310941663262396162e+01
3.430619177720053981e-01,5.310582047650039073e+01
3.443185548334413149e-01,5.310222670053077820e+01
3.455751918948772317e-01,5.309863530186076019e+01
3.468318289563131485e-01,5.309504627764098217e+01
3.480884660177490653e-01,5.309145962502706340e+01
3.493451030791849821e-01,5.308787534117960405e+01
3.506017401406209544e-01,5.308429342326416389e+01
3.518583772020568157e-01,5.308071386845126227e+01
3.531150142634927325e-01,5.307713667391634260e+01
3.543716513249286493e-01,5.307356183683978657e+01
3.556282883863645661e-01,5.306998935440689280e+01
3.568849254478005384e-01,5.306641922380786269e+01
3.581415625092364552e-01,5.306285144223778616e+01
3.593981995706723165e-01,5.305928600689664876e+01
3.606548366321082333e-01,5.305572291498929616e+01
3.619114736935441501e-01,5.305216216372544125e+01
3.631681107549800669e-01,5.304860375031963571e+01
3.644247478164160392e-01,5.304504767199127713e+01
3.656813848778519560e-01,5.304149392596458767e+01
3.669380219392878173e-01,5.303794250946859989e+01
3.681946590007237341e-01,5.303439341973715671e+01
3.694512960621596509e-01,5.303084665400889719e+01
3.707079331235955677e-01,5.302730220952722817e+01
3.719645701850315400e-01,5.302376008354033843e+01
3.732212072464674568e-01,5.302022027330117737e+01
3.744778443079033181e-01,5.301668277606744084e+01
3.757344813693392349e-01,5.301314758910155689e+01
3.769911184307751517e-01,5.300961470967068578e+01
3.782477554922110685e-01,5.300608413504671290e+01
3.795043925536470408e-01,5.300255586250621320e+01
3.807610296150829576e-01,5.299902988933046544e+01
3.820176666765188189e-01,5.299550621280543083e+01
3.832743037379547357e-01,5.299198483022173889e+01
3.845309407993906525e-01,5.298846573887469447e+01
3.857875778608266248e-01,5.298494893606424228e+01
3.870442149222625416e-01,5.298143441909497398e+01
3.883008519836984584e-01,5.297792218527610686e+01
3.895574890451343197e-01,5.297441223192148385e+01
3.908141261065702365e-01,5.297090455634955219e+01
3.920707631680061533e-01,5.296739915588336345e+01
3.933274002294421257e-01,5.296389602785055217e+01
3.945840372908779869e-01,5.296039516958334303e+01
3.958406743523139593e-01,5.295689657841850817e+01
3.970973114137498761e-01,5.295340025169739562e+01
3.983539484751857374e-01,5.294990618676588667e+01
3.996105855366217097e-01,5.294641438097441011e+01
4.008672225980575710e-01,5.294292483167791374e+01
4.021238596594935433e-01,5.293943753623586446e+01
4.033804967209294046e-01,5.293595249201223396e+01
4.046371337823653214e-01,5.293246969637549171e+01
4.058937708438012937e-01,5.292898914669859067e+01
4.071504079052371550e-01,5.292551084035895315e+01
4.084070449666731273e-01,5.292203477473847784e+01
4.096636820281089886e-01,5.291856094722351145e+01
4.109203190895449609e-01,5.291508935520484158e+01
4.121769561509808777e-01,5.291161999607769673e+01
4.134335932124167390e-01,5.290815286724173205e+01
4.146902302738527113e-01,5.290468796610101521e+01
4.159468673352885726e-01,5.290122529006401919e+01
4.172035043967245449e-01,5.289776483654360817e+01
4.184601414581604617e-01,5.289430660295703035e+01
4.197167785195963230e-01,5.289085058672591799e+01
4.209734155810322953e-01,5.288739678527625898e+01
4.222300526424681566e-01,5.288394519603840394e+01
4.234866897039041289e-01,5.288049581644704489e+01
4.247433267653399902e-01,5.287704864394120818e+01
4.259999638267759625e-01,5.287360367596425448e+01
4.272566008882118793e-01,5.287016090996385742e+01
4.285132379496477406e-01,5.286672034339198945e+01
4.297698750110837129e-01,5.286328197370492887e+01
4.310265120725195742e-01,5.285984579836323860e+01
4.322831491339555465e-01,5.285641181483175899e+01
4.335397861953914633e-01,5.285298002057960076e+01
4.347964232568273246e-01,5.284955041308013080e+01
4.360530603182632969e-01,5.284612298981097211e+01
4.373096973796991582e-01,5.284269774825397548e+01
4.385663344411351305e-01,5.283927468589523357e+01
4.398229715025711029e-01,5.283585380022505262e+01
4.410796085640069641e-01,5.283243508873795236e+01
4.423362456254428809e-01,5.282901854893265892e+01
4.435928826868787422e-01,5.282560417831208355e+01
4.448495197483147146e-01,5.282219197438332969e+01
4.461061568097505758e-01,5.281878193465766458e+01
4.473627938711865482e-01,5.281537405665052631e+01
4.486194309326224650e-01,5.281196833788150968e+01
4.498760679940583818e-01,5.280856477587435194e+01
4.511327050554942986e-01,5.280516336815692569e+01
4.523893421169301599e-01,5.280176411226123889e+01
4.536459791783661322e-01,5.279836700572342068e+01
4.549026162398021045e-01,5.279497204608369998e+01
4.561592533012379658e-01,5.279157923088640558e+01
4.574158903626738826e-01,5.278818855767996610e+01
4.586725274241097439e-01,5.278480002401688864e+01
4.599291644855457162e-01,5.278141362745375176e+01
4.611858015469816885e-01,5.277802936555120539e+01
4.624424386084175498e-01,5.277464723587394246e+01
4.636990756698534666e-01,5.277126723599071312e+01
4.649557127312893834e-01,5.276788936347430337e+01
4.662123497927253002e-01,5.276451361590152800e+01
4.674689868541611615e-01,5.276113999085322348e+01
4.687256239155971338e-01,5.275776848591422663e+01
4.699822609770331061e-01,5.275439909867338883e+01
4.712388980384689674e-01,5.275103182672354762e+01
4.724955350999048842e-01,5.274766666766152667e+01
4.737521721613407455e-01,5.274430361908812159e+01
4.750088092227767178e-01,5.274094267860810703e+01
4.762654462842126901e-01,5.273758384383020115e+01
4.775220833456485514e-01,5.273422711236708693e+01
4.787787204070844682e-01,5.273087248183537668e+01
4.800353574685203850e-01,5.272751994985561197e+01
4.812919945299563018e-01,5.272416951405227081e+01
4.825486315913921631e-01,5.272082117205374630e+01
4.838052686528281354e-01,5.271747492149232528e+01
4.850619057142641077e-01,5.271413076000419551e+01
4.863185427756999690e-01,5.271078868522944560e+01
4.875751798371358858e-01,5.270744869481203665e+01
4.888318168985717471e-01,5.270411078639980218e+01
4.900884539600077194e-01,5.270077495764444819e+01
4.913450910214436917e-01,5.269744120620152472e+01
4.926017280828795530e-01,5.269410952973043294e+01
4.938583651443155254e-01,5.269077992589441095e+01
4.951150022057513866e-01,5.268745239236053379e+01
4.963716392671873034e-01,5.268412692679969922e+01
4.976282763286232758e-01,5.268080352688661350e+01
4.988849133900591371e-01,5.267748219029979140e+01
5.001415504514951094e-01,5.267416291472154199e+01
5.013981875129309707e-01,5.267084569783796866e+01
5.026548245743669430e-01,5.266753053733894774e+01
5.039114616358028043e-01,5.266421743091813568e+01
5.051680986972387766e-01,5.266090637627295479e+01
5.064247357586746379e-01,5.265759737110457195e+01
5.076813728201104992e-01,5.265429041311791991e+01
5.089380098815464715e-01,5.265098550002165467e+01
5.101946469429823328e-01,5.264768262952817679e+01
5.114512840044183051e-01,5.264438179935361006e+01
5.127079210658542774e-01,5.264108300721778022e+01
5.139645581272901387e-01,5.263778625084423624e+01
5.152211951887261110e-01,5.263449152796022190e+01
5.164778322501619723e-01,5.263119883629667584e+01
5.177344693115979446e-01,5.262790817358821727e+01
5.189911063730339169e-01,5.262461953757313893e+01
5.202477434344697782e-01,5.262133292599340706e+01
5.215043804959056395e-01,5.261804833659464720e+01
5.227610175573415008e-01,5.261476576712613706e+01
5.240176546187774731e-01,5.261148521534079237e+01
5.252742916802133344e-01,5.260820667899517389e+01
5.265309287416493067e-01,5.260493015584947329e+01
5.277875658030852790e-01,5.260165564366749891e+01
5.290442028645211403e-01,5.259838314021666861e+01
5.303008399259571126e-01,5.259511264326800983e+01
5.315574769873929739e-01,5.259184415059615247e+01
5.328141140488289462e-01,5.258857765997931466e+01
5.340707511102649185e-01,5.258531316919928855e+01
5.353273881717007798e-01,5.258205067604145455e+01
5.365840252331366411e-01,5.257879017829474577e+01
5.378406622945725024e-01,5.257553167375166936e+01
5.390972993560084747e-01,5.257227516020827807e+01
5.403539364174443360e-01,5.256902063546416315e+01
5.416105734788803083e-01,5.256576809732246147e+01
5.428672105403162806e-01,5.256251754358984130e+01
5.441238476017521419e-01,5.255926897207648096e+01
5.453804846631881142e-01,5.255602238059608311e+01
5.466371217246239755e-01,5.255277776696585335e+01
5.478937587860599479e-01,5.254953512900650026e+01
5.491503958474959202e-01,5.254629446454222119e+01
5.504070329089317815e-01,5.254305577140070227e+01
5.516636699703676427e-01,5.253981904741309705e+01
5.529203070318035040e-01,5.253658429041404077e+01
5.541769440932394764e-01,5.253335149824162187e+01
5.554335811546754487e-01,5.253012066873738917e+01
5.566902182161113100e-01,5.252689179974633760e+01
5.579468552775472823e-01,5.252366488911690112e+01
5.592034923389831436e-01,5.252043993470095273e+01
5.604601294004191159e-01,5.251721693435379024e+01
5.617167664618549772e-01,5.251399588593412204e+01
5.629734035232909495e-01,5.251077678730407428e+01
5.642300405847269218e-01,5.250755963632917656e+01
5.654866776461627831e-01,5.250434443087836200e+01
5.667433147075986444e-01,5.250113116882393882e+01
5.679999517690345057e-01,5.249791984804161160e+01
5.692565888304704780e-01,5.249471046641045291e+01
5.705132258919064503e-01,5.249150302181290328e+01
5.717698629533423116e-01,5.248829751213477124e+01
5.730265000147782839e-01,5.248509393526521905e+01
5.742831370762141452e-01,5.248189228909675563e+01
5.755397741376501175e-01,5.247869257152522238e+01
5.767964111990860898e-01,5.247549478044980731e+01
5.780530482605219511e-01,5.247229891377300959e+01
5.793096853219579234e-01,5.246910496940066082e+01
5.805663223833937847e-01,5.246591294524189664e+01
5.818229594448296460e-01,5.246272283920916379e+01
5.830795965062655073e-01,5.245953464921820597e+01
5.843362335677014796e-01,5.245634837318805666e+01
5.855928706291374519e-01,5.245316400904103915e+01
5.868495076905733132e-01,5.244998155470274526e+01
5.881061447520092855e-01,5.244680100810204237e+01
5.893627818134451468e-01,5.244362236717106640e+01
5.906194188748811191e-01,5.244044562984520752e+01
5.918760559363170914e-01,5.243727079406310310e+01
5.931326929977529527e-01,5.243409785776663767e+01
5.943893300591889250e-01,5.243092681890093587e+01
5.956459671206247863e-01,5.242775767541434817e+01
5.969026041820606476e-01,5.242459042525844382e+01
5.981592412434966199e-01,5.242142506638801791e+01
5.994158783049324812e-01,5.241826159676107721e+01
6.006725153663684535e-01,5.241510001433882593e+01
6.019291524278043148e-01,5.241194031708565859e+01
6.031857894892402872e-01,5.240878250296917429e+01
6.044424265506761484e-01,5.240562656996014823e+01
6.056990636121121208e-01,5.240247251603253886e+01
6.069557006735480931e-01,5.239932033916346654e+01
6.082123377349839544e-01,5.239617003733321354e+01
6.094689747964199267e-01,5.239302160852523116e+01
6.107256118578557880e-01,5.238987505072611128e+01
6.119822489192916493e-01,5.238673036192559351e+01
6.132388859807276216e-01,5.238358754011655094e+01
6.144955230421634829e-01,5.238044658329499725e+01
6.157521601035994552e-01,5.237730748946006543e+01
6.170087971650353165e-01,5.237417025661400771e+01
6.182654342264712888e-01,5.237103488276218854e+01
6.195220712879071501e-01,5.236790136591307743e+01
6.207787083493431224e-01,5.236476970407823472e+01
6.220353454107790947e-01,5.236163989527233298e+01
6.232919824722149560e-01,5.235851193751310717e+01
6.245486195336509283e-01,5.235538582882139025e+01
6.258052565950867896e-01,5.235226156722108470e+01
6.270618936565226509e-01,5.234913915073915547e+01
6.283185307179586232e-01,5.234601857740563702e+01
6.295751677793944845e-01,5.234289984525360495e+01
6.308318048408304568e-01,5.233978295231919731e+01
6.320884419022663181e-01,5.233666789664157903e+01
6.333450789637022904e-01,5.233355467626297042e+01
6.346017160251382627e-01,5.233044328922860444e+01
6.358583530865741240e-01,5.232733373358674811e+01
6.371149901480100963e-01,5.232422600738868113e+01
6.383716272094459576e-01,5.232112010868869589e+01
6.396282642708819299e-01,5.231801603554409041e+01
6.408849013323177912e-01,5.231491378601516118e+01
6.421415383937536525e-01,5.231181335816519606e+01
6.433981754551896248e-01,5.230871475006046722e+01
6.446548125166254861e-01,5.230561795977023110e+01
6.459114495780614584e-01,5.230252298536671418e+01
6.471680866394973197e-01,5.229942982492512016e+01
6.484247237009332920e-01,5.229633847652360856e+01
6.496813607623692644e-01,5.229324893824330189e+01
6.509379978238051256e-01,5.229016120816825719e+01
6.521946348852410980e-01,5.228707528438549446e+01
6.534512719466769592e-01,5.228399116498495403e+01
6.547079090081129316e-01,5.228090884805952498e+01
6.559645460695487929e-01,5.227782833170501675e+01
6.572211831309847652e-01,5.227474961402015197e+01
6.584778201924206265e-01,5.227167269310658071e+01
6.597344572538564877e-01,5.226859756706885207e+01
6.609910943152924601e-01,5.226552423401442127e+01
6.622477313767283214e-01,5.226245269205363542e+01
6.635043684381642937e-01,5.225938293929974776e+01
6.647610054996002660e-01,5.225631497386887503e+01
6.660176425610361273e-01,5.225324879388002586e+01
6.672742796224720996e-01,5.225018439745508658e+01
6.685309166839079609e-01,5.224712178271879992e+01
6.697875537453439332e-01,5.224406094779877208e+01
6.710441908067797945e-01,5.224100189082547274e+01
6.723008278682157668e-01,5.223794460993222089e+01
6.735574649296516281e-01,5.223488910325517054e+01
6.748141019910874894e-01,5.223183536893332501e+01
6.760707390525234617e-01,5.222878340510851558e+01
6.773273761139594340e-01,5.222573320992540147e+01
6.785840131753952953e-01,5.222268478153146276e+01
6.798406502368312676e-01,5.221963811807700040e+01
6.810972872982671289e-01,5.221659321771511486e+01
6.823539243597031012e-01,5.221355007860172748e+01
6.836105614211389625e-01,5.221050869889554491e+01
6.848671984825749348e-01,5.220746907675807336e+01
6.861238355440107961e-01,5.220443121035360434e+01
6.873804726054467684e-01,5.220139509784921472e+01
6.886371096668826297e-01,5.219836073741475246e+01
6.898937467283184910e-01,5.219532812722284376e+01
6.911503837897544633e-01,5.219229726544887882e+01
6.924070208511904356e-01,5.218926815027099764e+01
6.936636579126262969e-01,5.218624077987011134e+01
6.949202949740622692e-01,5.218321515242986663e+01
6.961769320354981305e-01,5.218019126613666003e+01
6.974335690969341028e-01,5.217716911917963074e+01
6.986902061583699641e-01,5.217414870975063934e+01
6.999468432198059364e-01,5.217113003604427490e+01
7.012034802812419088e-01,5.216811309625785498e+01
7.024601173426777700e-01,5.216509788859141139e+01
7.037167544041136313e-01,5.216208441124769024e+01
7.049733914655494926e-01,5.215907266243213058e+01
7.062300285269854649e-01,5.215606264035288575e+01
7.074866655884214373e-01,5.215305434322079492e+01
7.087433026498572985e-01,5.215004776924939023e+01
7.099999397112932709e-01,5.214704291665488967e+01
7.112565767727291322e-01,5.214403978365618286e+01
7.125132138341651045e-01,5.214103836847483109e+01
7.137698508956010768e-01,5.213803866933508147e+01
7.150264879570369381e-01,5.213504068446382433e+01
7.162831250184729104e-01,5.213204441209061457e+01
7.175397620799087717e-01,5.212904985044766448e+01
7.187963991413446330e-01,5.212605699776982249e+01
7.200530362027804943e-01,5.212306585229458733e+01
7.213096732642164666e-01,5.212007641226209387e+01
7.225663103256524389e-01,5.211708867591510597e+01
7.238229473870883002e-01,5.211410264149900939e+01
7.250795844485242725e-01,5.211111830726181182e+01
7.263362215099601338e-01,5.210813567145414993e+01
7.275928585713961061e-01,5.210515473232925387e+01
