Rotation Angle (rad), Temperature (K)
1.289309625033250972e+00,5.092012274465727728e+01
1.290566262094686945e+00,5.091775844545695406e+01
1.291822899156122917e+00,5.091539526123378323e+01
1.293079536217558889e+00,5.091303319103742098e+01
1.294336173278994639e+00,5.091067223391869589e+01
1.295592810340430612e+00,5.090831238892960187e+01
1.296849447401866584e+00,5.090595365512329806e+01
1.298106084463302556e+00,5.090359603155410184e+01
1.299362721524738529e+00,5.090123951727749585e+01
1.300619358586174279e+00,5.089888411135012092e+01
1.301875995647610251e+00,5.089652981282977606e+01
1.303132632709046224e+00,5.089417662077541848e+01
1.304389269770482196e+00,5.089182453424714936e+01
1.305645906831918168e+00,5.088947355230622804e+01
1.306902543893353918e+00,5.088712367401505787e+01
1.308159180954789891e+00,5.088477489843720036e+01
1.309415818016225863e+00,5.088242722463735390e+01
1.310672455077661835e+00,5.088008065168136795e+01
1.311929092139097586e+00,5.087773517863622885e+01
1.313185729200533558e+00,5.087539080457006690e+01
1.314442366261969530e+00,5.087304752855214929e+01
1.315699003323405281e+00,5.087070534965288005e+01
1.316955640384841253e+00,5.086836426694379298e+01
1.318212277446277003e+00,5.086602427949756589e+01
1.319468914507712975e+00,5.086368538638799919e+01
1.320725551569148948e+00,5.086134758669003020e+01
1.321982188630584920e+00,5.085901087947971888e+01
1.323238825692020892e+00,5.085667526383424786e+01
1.324495462753456643e+00,5.085434073883193662e+01
1.325752099814892615e+00,5.085200730355221310e+01
1.327008736876328587e+00,5.084967495707562790e+01
1.328265373937764560e+00,5.084734369848386137e+01
1.329522010999200532e+00,5.084501352685970232e+01
1.330778648060636282e+00,5.084268444128704800e+01
1.332035285122072255e+00,5.084035644085092542e+01
1.333291922183508227e+00,5.083802952463746294e+01
1.334548559244944199e+00,5.083570369173389736e+01
1.335805196306380171e+00,5.083337894122858103e+01
1.337061833367815922e+00,5.083105527221096764e+01
1.338318470429251894e+00,5.082873268377161224e+01
1.339575107490687866e+00,5.082641117500217831e+01
1.340831744552123839e+00,5.082409074499543067e+01
1.342088381613559589e+00,5.082177139284523548e+01
1.343345018674995561e+00,5.081945311764654605e+01
1.344601655736431534e+00,5.081713591849541700e+01
1.345858292797867284e+00,5.081481979448900432e+01
1.347114929859303256e+00,5.081250474472554401e+01
1.348371566920739228e+00,5.081019076830437342e+01
1.349628203982174979e+00,5.080787786432591702e+01
1.350884841043610951e+00,5.080556603189167220e+01
1.352141478105046923e+00,5.080325527010424480e+01
1.353398115166482896e+00,5.080094557806730649e+01
1.354654752227918868e+00,5.079863695488561603e+01
1.355911389289354618e+00,5.079632939966501226e+01
1.357168026350790591e+00,5.079402291151242110e+01
1.358424663412226563e+00,5.079171748953583432e+01
1.359681300473662535e+00,5.078941313284431658e+01
1.360937937535098285e+00,5.078710984054801969e+01
1.362194574596534258e+00,5.078480761175815417e+01
1.363451211657970230e+00,5.078250644558701055e+01
1.364707848719406202e+00,5.078020634114793808e+01
1.365964485780842175e+00,5.077790729755536603e+01
1.367221122842277925e+00,5.077560931392477528e+01
1.368477759903713897e+00,5.077331238937271252e+01
1.369734396965149870e+00,5.077101652301679025e+01
1.370991034026585842e+00,5.076872171397567968e+01
1.372247671088021592e+00,5.076642796136911073e+01
1.373504308149457565e+00,5.076413526431786494e+01
1.374760945210893537e+00,5.076184362194378252e+01
1.376017582272329287e+00,5.075955303336976243e+01
1.377274219333765259e+00,5.075726349771974810e+01
1.378530856395201232e+00,5.075497501411874168e+01
1.379787493456636982e+00,5.075268758169277561e+01
1.381044130518072954e+00,5.075040119956894813e+01
1.382300767579508927e+00,5.074811586687539489e+01
1.383557404640944899e+00,5.074583158274128891e+01
1.384814041702380871e+00,5.074354834629686195e+01
1.386070678763816622e+00,5.074126615667336182e+01
1.387327315825252594e+00,5.073898501300309505e+01
1.388583952886688566e+00,5.073670491441939845e+01
1.389840589948124538e+00,5.073442586005664623e+01
1.391097227009560511e+00,5.073214784905023578e+01
1.392353864070996261e+00,5.072987088053660898e+01
1.393610501132432233e+00,5.072759495365323090e+01
1.394867138193868206e+00,5.072532006753859690e+01
1.396123775255304178e+00,5.072304622133223262e+01
1.397380412316739928e+00,5.072077341417468688e+01
1.398637049378175901e+00,5.071850164520753879e+01
1.399893686439611873e+00,5.071623091357337643e+01
1.401150323501047845e+00,5.071396121841581817e+01
1.402406960562483818e+00,5.071169255887949845e+01
1.403663597623919568e+00,5.070942493411006780e+01
1.404920234685355540e+00,5.070715834325419991e+01
1.406176871746791290e+00,5.070489278545957035e+01
1.407433508808227263e+00,5.070262825987488498e+01
1.408690145869663235e+00,5.070036476564984440e+01
1.409946782931098985e+00,5.069810230193516531e+01
1.411203419992534958e+00,5.069584086788257338e+01
1.412460057053970930e+00,5.069358046264480322e+01
1.413716694115406902e+00,5.069132108537559134e+01
1.414973331176842875e+00,5.068906273522967609e+01
1.416229968238278625e+00,5.068680541136279771e+01
1.417486605299714597e+00,5.068454911293169829e+01
1.418743242361150569e+00,5.068229383909411467e+01
1.419999879422586542e+00,5.068003958900879269e+01
1.421256516484022514e+00,5.067778636183545871e+01
1.422513153545458264e+00,5.067553415673484807e+01
1.423769790606894237e+00,5.067328297286867667e+01
1.425026427668330209e+00,5.067103280939965515e+01
1.426283064729766181e+00,5.066878366549148183e+01
1.427539701791202154e+00,5.066653554030884976e+01
1.428796338852637904e+00,5.066428843301742546e+01
1.430052975914073876e+00,5.066204234278387730e+01
1.431309612975509848e+00,5.065979726877584710e+01
1.432566250036945821e+00,5.065755321016195722e+01
1.433822887098381571e+00,5.065531016611181059e+01
1.435079524159817543e+00,5.065306813579599776e+01
1.436336161221253294e+00,5.065082711838607565e+01
1.437592798282689266e+00,5.064858711305457462e+01
1.438849435344125238e+00,5.064634811897501265e+01
1.440106072405560989e+00,5.064411013532187411e+01
1.441362709466996961e+00,5.064187316127061678e+01
1.442619346528432933e+00,5.063963719599765767e+01
1.443875983589868905e+00,5.063740223868039436e+01
1.445132620651304878e+00,5.063516828849719076e+01
1.446389257712740628e+00,5.063293534462736289e+01
1.447645894774176600e+00,5.063070340625120735e+01
1.448902531835612573e+00,5.062847247254997285e+01
1.450159168897048545e+00,5.062624254270586732e+01
1.451415805958484517e+00,5.062401361590206506e+01
1.452672443019920268e+00,5.062178569132269956e+01
1.453929080081356240e+00,5.061955876815284938e+01
1.455185717142792212e+00,5.061733284557855939e+01
1.456442354204228184e+00,5.061510792278681947e+01
1.457698991265664157e+00,5.061288399896557877e+01
1.458955628327099907e+00,5.061066107330373143e+01
1.460212265388535879e+00,5.060843914499112373e+01
1.461468902449971852e+00,5.060621821321854696e+01
1.462725539511407824e+00,5.060399827717774457e+01
1.463982176572843574e+00,5.060177933606139788e+01
1.465238813634279547e+00,5.059956138906313328e+01
1.466495450695715297e+00,5.059734443537752213e+01
1.467752087757151269e+00,5.059512847420007375e+01
1.469008724818587242e+00,5.059291350472723536e+01
1.470265361880023214e+00,5.059069952615639210e+01
1.471521998941458964e+00,5.058848653768586701e+01
1.472778636002894936e+00,5.058627453851491396e+01
1.474035273064330909e+00,5.058406352784372473e+01
1.475291910125766881e+00,5.058185350487342191e+01
1.476548547187202631e+00,5.057964446880605891e+01
1.477805184248638604e+00,5.057743641884461283e+01
1.479061821310074576e+00,5.057522935419299159e+01
1.480318458371510548e+00,5.057302327405602682e+01
1.481575095432946521e+00,5.057081817763948095e+01
1.482831732494382271e+00,5.056861406415004012e+01
1.484088369555818243e+00,5.056641093279529997e+01
1.485345006617254215e+00,5.056420878278379405e+01
1.486601643678690188e+00,5.056200761332495830e+01
1.487858280740126160e+00,5.055980742362915947e+01
1.489114917801561910e+00,5.055760821290767382e+01
1.490371554862997883e+00,5.055540998037268707e+01
1.491628191924433855e+00,5.055321272523731579e+01
1.492884828985869827e+00,5.055101644671557182e+01
1.494141466047305578e+00,5.054882114402238358e+01
1.495398103108741550e+00,5.054662681637358901e+01
1.496654740170177300e+00,5.054443346298593553e+01
1.497911377231613272e+00,5.054224108307707297e+01
1.499168014293049245e+00,5.054004967586556774e+01
1.500424651354485217e+00,5.053785924057087442e+01
1.501681288415920967e+00,5.053566977641335711e+01
1.502937925477356940e+00,5.053348128261428229e+01
1.504194562538792912e+00,5.053129375839581172e+01
1.505451199600228884e+00,5.052910720298100955e+01
1.506707836661664857e+00,5.052692161559383521e+01
1.507964473723100607e+00,5.052473699545915053e+01
1.509221110784536579e+00,5.052255334180269841e+01
1.510477747845972551e+00,5.052037065385112413e+01
1.511734384907408524e+00,5.051818893083196116e+01
1.512991021968844274e+00,5.051600817197363824e+01
1.514247659030280246e+00,5.051382837650546520e+01
1.515504296091716219e+00,5.051164954365764004e+01
1.516760933153152191e+00,5.050947167266125604e+01
1.518017570214588163e+00,5.050729476274828045e+01
1.519274207276023914e+00,5.050511881315157581e+01
1.520530844337459886e+00,5.050294382310487151e+01
1.521787481398895858e+00,5.050076979184279224e+01
1.523044118460331831e+00,5.049859671860083665e+01
1.524300755521767581e+00,5.049642460261537735e+01
1.525557392583203553e+00,5.049425344312367514e+01
1.526814029644639525e+00,5.049208323936385057e+01
1.528070666706075276e+00,5.048991399057491236e+01
1.529327303767511248e+00,5.048774569599672901e+01
1.530583940828947220e+00,5.048557835487005718e+01
1.531840577890382971e+00,5.048341196643650619e+01
1.533097214951818943e+00,5.048124652993857353e+01
1.534353852013254915e+00,5.047908204461960935e+01
1.535610489074690888e+00,5.047691850972383065e+01
1.536867126136126860e+00,5.047475592449632842e+01
1.538123763197562610e+00,5.047259428818305338e+01
1.539380400258998582e+00,5.047043360003081602e+01
1.540637037320434555e+00,5.046827385928728660e+01
1.541893674381870527e+00,5.046611506520100932e+01
1.543150311443306499e+00,5.046395721702136683e+01
1.544406948504742250e+00,5.046180031399861576e+01
1.545663585566178222e+00,5.045964435538385828e+01
1.546920222627614194e+00,5.045748934042904921e+01
1.548176859689050167e+00,5.045533526838701022e+01
1.549433496750486139e+00,5.045318213851140854e+01
1.550690133811921889e+00,5.045102995005675695e+01
1.551946770873357861e+00,5.044887870227842797e+01
1.553203407934793834e+00,5.044672839443263257e+01
1.554460044996229584e+00,5.044457902577643438e+01
1.555716682057665556e+00,5.044243059556774256e+01
1.556973319119101529e+00,5.044028310306531182e+01
1.558229956180537279e+00,5.043813654752873532e+01
1.559486593241973251e+00,5.043599092821845176e+01
1.560743230303409224e+00,5.043384624439573827e+01
1.561999867364844974e+00,5.043170249532271754e+01
1.563256504426280946e+00,5.042955968026235070e+01
1.564513141487716918e+00,5.042741779847843020e+01
1.565769778549152891e+00,5.042527684923557985e+01
1.567026415610588863e+00,5.042313683179926898e+01
1.568283052672024613e+00,5.042099774543579827e+01
1.569539689733460586e+00,5.041885958941229262e+01
1.570796326794896558e+00,5.041672236299672250e+01
1.572052963856332308e+00,5.041949747066333032e+01
1.573309600917768503e+00,5.042682392720925577e+01
1.574566237979204253e+00,5.043837651539877243e+01
1.575822875040640447e+00,5.045386186603997913e+01
1.577079512102076198e+00,5.047301498869551040e+01
1.578336149163511948e+00,5.049559619935972421e+01
1.579592786224948142e+00,5.052138839805131454e+01
1.580849423286383892e+00,5.055019465503639253e+01
1.582106060347819865e+00,5.058183606942834842e+01
1.583362697409255837e+00,5.061614986830583263e+01
1.584619334470691587e+00,5.065298771833349889e+01
1.585875971532127560e+00,5.069221422523393983e+01
1.587132608593563532e+00,5.073370559940623536e+01
1.588389245654999504e+00,5.077734846857013906e+01
1.589645882716435255e+00,5.082303882058182865e+01
1.590902519777871005e+00,5.087068106155759750e+01
1.592159156839307199e+00,5.092018717619048118e+01
1.593415793900742949e+00,5.097147597868219293e+01
1.594672430962179144e+00,5.102447244406501170e+01
1.595929068023614894e+00,5.107910711087831857e+01
1.597185705085050644e+00,5.113531554721254224e+01
1.598442342146486839e+00,5.119303787305645415e+01
1.599698979207922589e+00,5.125221833269759486e+01
1.600955616269358783e+00,5.131280491164311996e+01
1.602212253330794534e+00,5.137474899316141119e+01
1.603468890392230284e+00,5.143800505010362656e+01
1.604725527453666478e+00,5.150253036815747265e+01
1.605982164515102228e+00,5.156828479712139313e+01
1.607238801576538423e+00,5.163523052717234663e+01
1.608495438637974173e+00,5.170333188744072572e+01
1.609752075699409923e+00,5.177255516450702544e+01
1.611008712760846118e+00,5.184286843870111028e+01
1.612265349822281868e+00,5.191424143632073651e+01
1.613521986883717618e+00,5.198664539609455204e+01
1.614778623945153591e+00,5.206005294839972919e+01
1.616035261006589563e+00,5.213443800590811605e+01
1.617291898068025535e+00,5.220977566447997020e+01
1.618548535129461285e+00,5.228604211325311724e+01
1.619805172190897258e+00,5.236321455298954675e+01
1.621061809252333230e+00,5.244127112184288819e+01
1.622318446313768980e+00,5.252019082780009995e+01
1.623575083375205175e+00,5.259995348713074037e+01
1.624831720436640925e+00,5.268053966824820833e+01
1.626088357498076675e+00,5.276193064045044423e+01
1.627344994559512870e+00,5.284410832706379324e+01
1.628601631620948620e+00,5.292705526256368387e+01
1.629858268682384814e+00,5.301075455329029751e+01
1.631114905743820565e+00,5.309518984141701026e+01
1.632371542805256315e+00,5.318034527186463833e+01
1.633628179866692509e+00,5.326620546188613758e+01
1.634884816928128259e+00,5.335275547307431765e+01
1.636141453989564454e+00,5.343998078557030595e+01
1.637398091051000204e+00,5.352786727427281477e+01
1.638654728112435954e+00,5.361640118686825218e+01
1.639911365173872149e+00,5.370556912351960221e+01
1.641168002235307899e+00,5.379535801806794382e+01
1.642424639296743871e+00,5.388575512061479600e+01
1.643681276358179844e+00,5.397674798136631580e+01
1.644937913419615594e+00,5.406832443563170187e+01
1.646194550481051566e+00,5.416047258987865831e+01
1.647451187542487538e+00,5.425318080875781845e+01
1.648707824603923511e+00,5.434643770301632060e+01
1.649964461665359261e+00,5.444023211822832309e+01
1.651221098726795233e+00,5.453455312427671231e+01
1.652477735788231206e+00,5.462939000552641744e+01
1.653734372849666956e+00,5.472473225163512467e+01
1.654991009911103150e+00,5.482056954895200818e+01
1.656247646972538901e+00,5.491689177245957154e+01
1.657504284033974651e+00,5.501368897821753734e+01
1.658760921095410845e+00,5.511095139627148853e+01
1.660017558156846595e+00,5.520866942399192112e+01
1.661274195218282790e+00,5.530683361981262891e+01
1.662530832279718540e+00,5.540543469733962922e+01
1.663787469341154290e+00,5.550446351980455262e+01
1.665044106402590485e+00,5.560391109483833105e+01
1.666300743464026235e+00,5.570376856954318612e+01
1.667557380525462429e+00,5.580402722584253894e+01
1.668814017586898180e+00,5.590467847609025398e+01
1.670070654648333930e+00,5.600571385892190790e+01
1.671327291709770124e+00,5.610712503533233786e+01
1.672583928771205874e+00,5.620890378496474682e+01
1.673840565832641847e+00,5.631104200259788684e+01
1.675097202894077819e+00,5.641353169481882901e+01
1.676353839955513569e+00,5.651636497686970273e+01
1.677610477016949542e+00,5.661953406965773183e+01
1.678867114078385292e+00,5.672303129691859169e+01
1.680123751139821486e+00,5.682684908252386435e+01
1.681380388201257237e+00,5.693097994792402261e+01
1.682637025262692987e+00,5.703541650971891386e+01
1.683893662324129181e+00,5.714015147734838251e+01
1.685150299385564931e+00,5.724517765089605348e+01
1.686406936447001126e+00,5.735048791899981779e+01
1.687663573508436876e+00,5.745607525686302353e+01
1.688920210569872626e+00,5.756193272436068753e+01
1.690176847631308821e+00,5.766805346423547718e+01
1.691433484692744571e+00,5.777443070037851669e+01
1.692690121754180321e+00,5.788105773619040662e+01
1.693946758815616516e+00,5.798792795301808667e+01
1.695203395877052266e+00,5.809503480866347758e+01
1.696460032938488460e+00,5.820237183596010055e+01
1.697716669999924211e+00,5.830993264141401511e+01
1.698973307061359961e+00,5.841771090390576404e+01
1.700229944122796155e+00,5.852570037345006426e+01
1.701486581184231905e+00,5.863389487001029465e+01
1.702743218245667878e+00,5.874228828236490330e+01
1.703999855307103850e+00,5.885087456702307662e+01
1.705256492368539600e+00,5.895964774718716939e+01
1.706513129429975573e+00,5.906860191175942276e+01
1.707769766491411545e+00,5.917773121439082473e+01
1.709026403552847517e+00,5.928702987256988166e+01
1.710283040614283268e+00,5.939649216674932575e+01
1.711539677675719240e+00,5.950611243950881857e+01
1.712796314737155212e+00,5.961588509475184594e+01
1.714052951798590962e+00,5.972580459693504196e+01
1.715309588860027157e+00,5.983586547032837899e+01
1.716566225921462907e+00,5.994606229830456101e+01
1.717822862982898657e+00,6.005638972265626307e+01
1.719079500044334852e+00,6.016684244293968931e+01
1.720336137105770602e+00,6.027741521584319884e+01
1.721592774167206796e+00,6.038810285457971361e+01
1.722849411228642547e+00,6.049890022830165037e+01
1.724106048290078297e+00,6.060980226153727557e+01
1.725362685351514491e+00,6.072080393364736040e+01
1.726619322412950241e+00,6.083190027830108448e+01
1.727875959474386436e+00,6.094308638297021474e+01
1.729132596535822186e+00,6.105435738844056459e+01
1.730389233597257936e+00,6.116570848833987384e+01
1.731645870658694131e+00,6.127713492868120682e+01
1.732902507720129881e+00,6.138863200742105164e+01
1.734159144781565853e+00,6.150019507403131769e+01
1.735415781843001826e+00,6.161181952908454207e+01
1.736672418904437576e+00,6.172350082385145953e+01
1.737929055965873548e+00,6.183523445991038159e+01
1.739185693027309298e+00,6.194701598876763171e+01
1.740442330088745493e+00,6.205884101148848231e+01
1.741698967150181243e+00,6.217070517833789722e+01
1.742955604211616993e+00,6.228260418843061075e+01
1.744212241273053188e+00,6.239453378938993922e+01
1.745468878334488938e+00,6.250648977701479225e+01
1.746725515395925132e+00,6.261846799495443605e+01
1.747982152457360883e+00,6.273046433439045444e+01
1.749238789518796633e+00,6.284247473372552406e+01
1.750495426580232827e+00,6.295449517827852759e+01
1.751752063641668578e+00,6.306652169998557866e+01
1.753008700703104772e+00,6.317855037710661747e+01
1.754265337764540522e+00,6.329057733393712937e+01
1.755521974825976272e+00,6.340259874052465250e+01
1.756778611887412467e+00,6.351461081238974060e+01
1.758035248948848217e+00,6.362660981025103979e+01
1.759291886010284411e+00,6.373859203975415966e+01
1.760548523071720162e+00,6.385055385120401894e+01
1.761805160133155912e+00,6.396249163930045967e+01
1.763061797194592106e+00,6.407440184287675322e+01
1.764318434256027857e+00,6.418628094464079936e+01
1.765575071317463829e+00,6.429812547091876240e+01
1.766831708378899579e+00,6.440993199140092429e+01
1.768088345440335551e+00,6.452169711888949166e+01
1.769344982501771524e+00,6.463341750904818639e+01
1.770601619563207274e+00,6.474508986015335665e+01
1.771858256624643246e+00,6.485671091284655176e+01
1.773114893686079219e+00,6.496827744988823383e+01
1.774371530747514969e+00,6.507978629591248421e+01
1.775628167808951163e+00,6.519123431718264783e+01
1.776884804870386914e+00,6.530261842134767392e+01
1.778141441931822664e+00,6.541393555719898245e+01
1.779398078993258858e+00,6.552518271442781383e+01
1.780654716054694608e+00,6.563635692338286276e+01
1.781911353116130803e+00,6.574745525482813946e+01
1.783167990177566553e+00,6.585847481970085937e+01
1.784424627239002303e+00,6.596941276886933281e+01
1.785681264300438498e+00,6.608026629289076936e+01
1.786937901361874248e+00,6.619103262176882652e+01
1.788194538423310442e+00,6.630170902471090244e+01
1.789451175484746193e+00,6.641229280988500250e+01
1.790707812546181943e+00,6.652278132417625045e+01
1.791964449607618137e+00,6.663317195294283124e+01
1.793221086669053888e+00,6.674346211977139376e+01
1.794477723730489860e+00,6.685364928623181413e+01
1.795734360791925832e+00,6.696373095163133371e+01
1.796990997853361582e+00,6.707370465276795812e+01
1.798247634914797555e+00,6.718356796368311734e+01
1.799504271976233527e+00,6.729331849541352994e+01
1.800760909037669499e+00,6.740295389574230001e+01
1.802017546099105250e+00,6.751247184894910447e+01
1.803274183160541000e+00,6.762187007555957052e+01
1.804530820221977194e+00,6.773114633209381452e+01
1.805787457283412945e+00,6.784029841081400036e+01
1.807044094344849139e+00,6.794932413947108785e+01
1.808300731406284889e+00,6.805822138105058627e+01
1.809557368467720639e+00,6.816698803351752645e+01
1.810814005529156834e+00,6.827562202956040949e+01
1.812070642590592584e+00,6.838412133633431722e+01
1.813327279652028778e+00,6.849248395520311306e+01
1.814583916713464529e+00,6.860070792148076180e+01
1.815840553774900279e+00,6.870879130417173997e+01
1.817097190836336473e+00,6.881673220571066452e+01
1.818353827897772224e+00,6.892452876170098364e+01
1.819610464959208418e+00,6.903217914065292860e+01
1.820867102020644168e+00,6.913968154372061292e+01
1.822123739082079918e+00,6.924703420443835000e+01
1.823380376143516113e+00,6.935423538845628855e+01
1.824637013204951863e+00,6.946128339327522383e+01
1.825893650266387835e+00,6.956817654798076944e+01
1.827150287327823586e+00,6.967491321297687534e+01
1.828406924389259558e+00,6.978149177971866379e+01
1.829663561450695530e+00,6.988791067044471106e+01
1.830920198512131281e+00,6.999416833790874648e+01
1.832176835573567475e+00,7.010026326511082573e+01
1.833433472635003225e+00,7.020619396502797827e+01
1.834690109696438975e+00,7.031195898034447112e+01
1.835946746757875170e+00,7.041755688318160367e+01
1.837203383819310920e+00,7.052298627482716142e+01
1.838460020880747114e+00,7.062824578546451448e+01
1.839716657942182865e+00,7.073333407390143179e+01
1.840973295003618615e+00,7.083824982729865383e+01
1.842229932065054809e+00,7.094299176089825210e+01
1.843486569126490560e+00,7.104755861775183234e+01
1.844743206187926754e+00,7.115194916844863826e+01
1.845999843249362504e+00,7.125616221084352730e+01
1.847256480310798255e+00,7.136019656978500336e+01
1.848513117372234449e+00,7.146405109684317836e+01
1.849769754433670199e+00,7.156772467003784755e+01
1.851026391495105949e+00,7.167121619356666429e+01
1.852283028556542144e+00,7.177452459753345693e+01
1.853539665617977894e+00,7.187764883767675883e+01
1.854796302679413866e+00,7.198058789509856581e+01
1.856052939740849839e+00,7.208334077599339196e+01
1.857309576802285589e+00,7.218590651137763814e+01
1.858566213863721561e+00,7.228828415681937258e+01
1.859822850925157534e+00,7.239047279216852360e+01
1.861079487986593506e+00,7.249247152128751281e+01
1.862336125048029256e+00,7.259427947178245688e+01
1.863592762109465228e+00,7.269589579473483809e+01
1.864849399170901201e+00,7.279731966443388558e+01
1.866106036232336951e+00,7.289855027810949650e+01
1.867362673293773145e+00,7.299958685566589622e+01
1.868619310355208896e+00,7.310042863941603741e+01
1.869875947416644646e+00,7.320107489381669552e+01
1.871132584478080840e+00,7.330152490520447373e+01
1.872389221539516591e+00,7.340177798153257527e+01
1.873645858600952785e+00,7.350183345210851371e+01
1.874902495662388535e+00,7.360169066733271848e+01
1.876159132723824285e+00,7.370134899843814935e+01
1.877415769785260480e+00,7.380080783723089155e+01
1.878672406846696230e+00,7.390006659583177395e+01
1.879929043908132424e+00,7.399912470641909579e+01
1.881185680969568175e+00,7.409798162097250440e+01
1.882442318031003925e+00,7.419663681101791042e+01
1.883698955092440119e+00,7.429508976737373871e+01
1.884955592153875870e+00,7.439333999989825941e+01
1.886212229215311842e+00,7.449138703723826893e+01
1.887468866276747814e+00,7.458923042657902158e+01
1.888725503338183564e+00,7.468686973339544011e+01
1.889982140399619537e+00,7.478430454120473314e+01
1.891238777461055287e+00,7.488153445132036268e+01
1.892495414522491481e+00,7.497855908260740421e+01
1.893752051583927232e+00,7.507537807123935636e+01
1.895008688645362982e+00,7.517199107045642847e+01
1.896265325706799176e+00,7.526839775032523505e+01
1.897521962768234927e+00,7.536459779750013865e+01
1.898778599829671121e+00,7.546059091498595706e+01
1.900035236891106871e+00,7.555637682190241833e+01
1.901291873952542621e+00,7.565195525325005121e+01
1.902548511013978816e+00,7.574732595967773818e+01
1.903805148075414566e+00,7.584248870725193115e+01
1.905061785136850760e+00,7.593744327722743037e+01
1.906318422198286511e+00,7.603218946581992554e+01
1.907575059259722261e+00,7.612672708398017107e+01
1.908831696321158455e+00,7.622105595716983828e+01
1.910088333382594206e+00,7.631517592513918657e+01
1.911344970444030400e+00,7.640908684170636889e+01
1.912601607505466150e+00,7.650278857453855608e+01
1.913858244566901901e+00,7.659628100493480929e+01
1.915114881628337873e+00,7.668956402761074287e+01
1.916371518689773845e+00,7.678263755048499206e+01
1.917628155751209817e+00,7.687550149446744285e+01
1.918884792812645568e+00,7.696815579324935186e+01
1.920141429874081540e+00,7.706060039309527099e+01
1.921398066935517512e+00,7.715283525263679110e+01
1.922654703996953263e+00,7.724486034266817569e+01
1.923911341058389457e+00,7.733667564594382782e+01
1.925167978119825207e+00,7.742828115697763280e+01
1.926424615181260958e+00,7.751967688184417682e+01
1.927681252242697152e+00,7.761086283798188390e+01
1.928937889304132902e+00,7.770183905399797197e+01
1.930194526365568652e+00,7.779260556947538419e+01
1.931451163427004847e+00,7.788316243478153922e+01
1.932707800488440597e+00,7.797350971087902849e+01
1.933964437549876791e+00,7.806364746913824604e+01
1.935221074611312542e+00,7.815357579115185160e+01
1.936477711672748292e+00,7.824329476855123744e+01
1.937734348734184486e+00,7.833280450282479990e+01
1.938990985795620237e+00,7.842210510513824318e+01
1.940247622857056431e+00,7.851119669615670205e+01
1.941504259918492181e+00,7.860007940586882569e+01
1.942760896979927931e+00,7.868875337341273735e+01
1.944017534041364126e+00,7.877721874690396930e+01
1.945274171102799876e+00,7.886547568326523105e+01
1.946530808164235848e+00,7.895352434805813857e+01
1.947787445225671821e+00,7.904136491531683362e+01
1.949044082287107571e+00,7.912899756738345047e+01
1.950300719348543543e+00,7.921642249474560060e+01
1.951557356409979294e+00,7.930363989587560525e+01
1.952813993471415488e+00,7.939064997707171756e+01
1.954070630532851238e+00,7.947745295230120632e+01
1.955327267594286988e+00,7.956404904304525871e+01
1.956583904655723183e+00,7.965043847814582989e+01
1.957840541717158933e+00,7.973662149365429741e+01
1.959097178778595127e+00,7.982259833268203408e+01
1.960353815840030878e+00,7.990836924525271456e+01
1.961610452901466628e+00,7.999393448815662566e+01
1.962867089962902822e+00,8.007929432480665355e+01
1.964123727024338573e+00,8.016444902509620363e+01
1.965380364085774767e+00,8.024939886525886834e+01
1.966637001147210517e+00,8.033414412772994240e+01
1.967893638208646268e+00,8.041868510100971434e+01
1.969150275270082462e+00,8.050302207952856293e+01
1.970406912331518212e+00,8.058715536351377295e+01
1.971663549392954407e+00,8.067108525885821280e+01
1.972920186454390157e+00,8.075481207699070296e+01
1.974176823515825907e+00,8.083833613474811841e+01
1.975433460577262101e+00,8.092165775424929564e+01
1.976690097638697852e+00,8.100477726277055979e+01
1.977946734700133824e+00,8.108769499262307079e+01
1.979203371761569574e+00,8.117041128103180370e+01
1.980460008823005547e+00,8.125292647001619173e+01
1.981716645884441519e+00,8.133524090627251724e+01
1.982973282945877269e+00,8.141735494105795112e+01
1.984229920007313464e+00,8.149926893007616968e+01
1.985486557068749214e+00,8.158098323336470514e+01
1.986743194130184964e+00,8.166249821518383101e+01
1.987999831191621158e+00,8.174381424390715267e+01
1.989256468253056909e+00,8.182493169191370441e+01
1.990513105314493103e+00,8.190585093548169482e+01
1.991769742375928853e+00,8.198657235468382964e+01
1.993026379437364604e+00,8.206709633328408415e+01
1.994283016498800798e+00,8.214742325863620920e+01
1.995539653560236548e+00,8.222755352158355890e+01
1.996796290621672743e+00,8.230748751636060945e+01
1.998052927683108493e+00,8.238722564049585628e+01
1.999309564744544243e+00,8.246676829471628878e+01
2.000566201805980437e+00,8.254611588285328594e+01
2.001822838867416188e+00,8.262526881174996163e+01
2.003079475928851938e+00,8.270422749117004457e+01
2.004336112990288132e+00,8.278299233370806576e+01
2.005592750051723883e+00,8.286156375470106639e+01
2.006849387113160077e+00,8.293994217214164166e+01
2.008106024174595827e+00,8.301812800659243408e+01
2.009362661236031578e+00,8.309612168110191988e+01
2.010619298297467772e+00,8.317392362112164506e+01
2.011875935358903522e+00,8.325153425442474031e+01
2.013132572420339717e+00,8.332895401102582866e+01
2.014389209481775467e+00,8.340618332310218364e+01
2.015645846543211217e+00,8.348322262491622325e+01
2.016902483604647411e+00,8.356007235273929723e+01
2.018159120666083162e+00,8.363673294477673892e+01
2.019415757727519356e+00,8.371320484109419624e+01
