Rotation angle (rad), Temperature (K)
1.282026207906216797e+00,5.072369586899933580e+01
1.283283096345340546e+00,5.072120875461560274e+01
1.284539984784464295e+00,5.071872281666749416e+01
1.285796873223588044e+00,5.071623805414524355e+01
1.287053761662711793e+00,5.071375446604034920e+01
1.288310650101835542e+00,5.071127205134553861e+01
1.289567538540959291e+00,5.070879080905481828e+01
1.290824426980083039e+00,5.070631073816340972e+01
1.292081315419206788e+00,5.070383183766779922e+01
1.293338203858330537e+00,5.070135410656570230e+01
1.294595092297454286e+00,5.069887754385607792e+01
1.295851980736578035e+00,5.069640214853912141e+01
1.297108869175701784e+00,5.069392791961627154e+01
1.298365757614825533e+00,5.069145485609018209e+01
1.299622646053949282e+00,5.068898295696475742e+01
1.300879534493073031e+00,5.068651222124512401e+01
1.302136422932196780e+00,5.068404264793763048e+01
1.303393311371320529e+00,5.068157423604985468e+01
1.304650199810444278e+00,5.067910698459060370e+01
1.305907088249568027e+00,5.067664089256989968e+01
1.307163976688691776e+00,5.067417595899897975e+01
1.308420865127815302e+00,5.067171218289031032e+01
1.309677753566939051e+00,5.066924956325756568e+01
1.310934642006062800e+00,5.066678809911562809e+01
1.312191530445186549e+00,5.066432778948060189e+01
1.313448418884310298e+00,5.066186863336979940e+01
1.314705307323434047e+00,5.065941062980174081e+01
1.315962195762557796e+00,5.065695377779614716e+01
1.317219084201681545e+00,5.065449807637394031e+01
1.318475972640805294e+00,5.065204352455725711e+01
1.319732861079929043e+00,5.064959012136941396e+01
1.320989749519052792e+00,5.064713786583494937e+01
1.322246637958176541e+00,5.064468675697957423e+01
1.323503526397300289e+00,5.064223679383021448e+01
1.324760414836424038e+00,5.063978797541496846e+01
1.326017303275547787e+00,5.063734030076314241e+01
1.327274191714671536e+00,5.063489376890522209e+01
1.328531080153795285e+00,5.063244837887287986e+01
1.329787968592919034e+00,5.063000412969897468e+01
1.331044857032042783e+00,5.062756102041753792e+01
1.332301745471166532e+00,5.062511905006379465e+01
1.333558633910290281e+00,5.062267821767414944e+01
1.334815522349414030e+00,5.062023852228617216e+01
1.336072410788537779e+00,5.061779996293861927e+01
1.337329299227661528e+00,5.061536253867140545e+01
1.338586187666785277e+00,5.061292624852563193e+01
1.339843076105909025e+00,5.061049109154355818e+01
1.341099964545032774e+00,5.060805706676861604e+01
1.342356852984156523e+00,5.060562417324540974e+01
1.343613741423280272e+00,5.060319241001968749e+01
1.344870629862404021e+00,5.060076177613837700e+01
1.346127518301527770e+00,5.059833227064956418e+01
1.347384406740651297e+00,5.059590389260248600e+01
1.348641295179775046e+00,5.059347664104753761e+01
1.349898183618898795e+00,5.059105051503626527e+01
1.351155072058022544e+00,5.058862551362138049e+01
1.352411960497146293e+00,5.058620163585673168e+01
1.353668848936270042e+00,5.058377888079732543e+01
1.354925737375393791e+00,5.058135724749931228e+01
1.356182625814517539e+00,5.057893673501997966e+01
1.357439514253641288e+00,5.057651734241776609e+01
1.358696402692765037e+00,5.057409906875225403e+01
1.359953291131888786e+00,5.057168191308415572e+01
1.361210179571012535e+00,5.056926587447534160e+01
1.362467068010136284e+00,5.056685095198879054e+01
1.363723956449260033e+00,5.056443714468863959e+01
1.364980844888383782e+00,5.056202445164014136e+01
1.366237733327507531e+00,5.055961287190968534e+01
1.367494621766631280e+00,5.055720240456479075e+01
1.368751510205755029e+00,5.055479304867409951e+01
1.370008398644878778e+00,5.055238480330739748e+01
1.371265287084002527e+00,5.054997766753555766e+01
1.372522175523126275e+00,5.054757164043061124e+01
1.373779063962250024e+00,5.054516672106568365e+01
1.375035952401373773e+00,5.054276290851503717e+01
1.376292840840497522e+00,5.054036020185403544e+01
1.377549729279621271e+00,5.053795860015917185e+01
1.378806617718745020e+00,5.053555810250803404e+01
1.380063506157868769e+00,5.053315870797933229e+01
1.381320394596992518e+00,5.053076041565287824e+01
1.382577283036116267e+00,5.052836322460960616e+01
1.383834171475240016e+00,5.052596713393154459e+01
1.385091059914363765e+00,5.052357214270182340e+01
1.386347948353487514e+00,5.052117825000468088e+01
1.387604836792611263e+00,5.051878545492545669e+01
1.388861725231734789e+00,5.051639375655058473e+01
1.390118613670858538e+00,5.051400315396759311e+01
1.391375502109982287e+00,5.051161364626511840e+01
1.392632390549106036e+00,5.050922523253287721e+01
1.393889278988229785e+00,5.050683791186168037e+01
1.395146167427353534e+00,5.050445168334343293e+01
1.396403055866477283e+00,5.050206654607112000e+01
1.397659944305601032e+00,5.049968249913882801e+01
1.398916832744724781e+00,5.049729954164171630e+01
1.400173721183848530e+00,5.049491767267603137e+01
1.401430609622972279e+00,5.049253689133910683e+01
1.402687498062096028e+00,5.049015719672934210e+01
1.403944386501219777e+00,5.048777858794622375e+01
1.405201274940343525e+00,5.048540106409031836e+01
1.406458163379467274e+00,5.048302462426325832e+01
1.407715051818591023e+00,5.048064926756775606e+01
1.408971940257714772e+00,5.047827499310758981e+01
1.410228828696838521e+00,5.047590179998761073e+01
1.411485717135962270e+00,5.047352968731373579e+01
1.412742605575086019e+00,5.047115865419294778e+01
1.413999494014209768e+00,5.046878869973330239e+01
1.415256382453333517e+00,5.046641982304391405e+01
1.416513270892457266e+00,5.046405202323494166e+01
1.417770159331581015e+00,5.046168529941763126e+01
1.419027047770704764e+00,5.045931965070427339e+01
1.420283936209828513e+00,5.045695507620821019e+01
1.421540824648952261e+00,5.045459157504384251e+01
1.422797713088076010e+00,5.045222914632662992e+01
1.424054601527199759e+00,5.044986778917307646e+01
1.425311489966323508e+00,5.044750750270073070e+01
1.426568378405447257e+00,5.044514828602820700e+01
1.427825266844570784e+00,5.044279013827515001e+01
1.429082155283694533e+00,5.044043305856225601e+01
1.430339043722818282e+00,5.043807704601126574e+01
1.431595932161942031e+00,5.043572209974495024e+01
1.432852820601065780e+00,5.043336821888713928e+01
1.434109709040189529e+00,5.043101540256268578e+01
1.435366597479313278e+00,5.042866364989748007e+01
1.436623485918437026e+00,5.042631296001845698e+01
1.437880374357560775e+00,5.042396333205357450e+01
1.439137262796684524e+00,5.042161476513183516e+01
1.440394151235808273e+00,5.041926725838325751e+01
1.441651039674932022e+00,5.041692081093889755e+01
1.442907928114055771e+00,5.041457542193082730e+01
1.444164816553179520e+00,5.041223109049216333e+01
1.445421704992303269e+00,5.040988781575703115e+01
1.446678593431427018e+00,5.040754559686057945e+01
1.447935481870550767e+00,5.040520443293898722e+01
1.449192370309674516e+00,5.040286432312943532e+01
1.450449258748798265e+00,5.040052526657014198e+01
1.451706147187922014e+00,5.039818726240032021e+01
1.452963035627045763e+00,5.039585030976022040e+01
1.454219924066169511e+00,5.039351440779108771e+01
1.455476812505293260e+00,5.039117955563519047e+01
1.456733700944417009e+00,5.038884575243579178e+01
1.457990589383540758e+00,5.038651299733717792e+01
1.459247477822664507e+00,5.038418128948462993e+01
1.460504366261788256e+00,5.038185062802444492e+01
1.461761254700912005e+00,5.037952101210392186e+01
1.463018143140035754e+00,5.037719244087134030e+01
1.464275031579159503e+00,5.037486491347601003e+01
1.465531920018283252e+00,5.037253842906822143e+01
1.466788808457407001e+00,5.037021298679927384e+01
1.468045696896530750e+00,5.036788858582144712e+01
1.469302585335654276e+00,5.036556522528803725e+01
1.470559473774778025e+00,5.036324290435330653e+01
1.471816362213901774e+00,5.036092162217251911e+01
1.473073250653025523e+00,5.035860137790193392e+01
1.474330139092149272e+00,5.035628217069880463e+01
1.475587027531273021e+00,5.035396399972134418e+01
1.476843915970396770e+00,5.035164686412877444e+01
1.478100804409520519e+00,5.034933076308129074e+01
1.479357692848644268e+00,5.034701569574007607e+01
1.480614581287768017e+00,5.034470166126729396e+01
1.481871469726891766e+00,5.034238865882607428e+01
1.483128358166015515e+00,5.034007668758053455e+01
1.484385246605139264e+00,5.033776574669577286e+01
1.485642135044263012e+00,5.033545583533785361e+01
1.486899023483386761e+00,5.033314695267381467e+01
1.488155911922510510e+00,5.033083909787166732e+01
1.489412800361634259e+00,5.032853227010038921e+01
1.490669688800758008e+00,5.032622646852993853e+01
1.491926577239881757e+00,5.032392169233121848e+01
1.493183465679005506e+00,5.032161794067611993e+01
1.494440354118129255e+00,5.031931521273747876e+01
1.495697242557253004e+00,5.031701350768911141e+01
1.496954130996376753e+00,5.031471282470578643e+01
1.498211019435500502e+00,5.031241316296322452e+01
1.499467907874624251e+00,5.031011452163811981e+01
1.500724796313748000e+00,5.030781689990811145e+01
1.501981684752871749e+00,5.030552029695179073e+01
1.503238573191995497e+00,5.030322471194871525e+01
1.504495461631119246e+00,5.030093014407939478e+01
1.505752350070242995e+00,5.029863659252527697e+01
1.507009238509366744e+00,5.029634405646876871e+01
1.508266126948490271e+00,5.029405253509321483e+01
1.509523015387614020e+00,5.029176202758291225e+01
1.510779903826737769e+00,5.028947253312311005e+01
1.512036792265861518e+00,5.028718405089999521e+01
1.513293680704985267e+00,5.028489658010069263e+01
1.514550569144109016e+00,5.028261011991327933e+01
1.515807457583232765e+00,5.028032466952675605e+01
1.517064346022356514e+00,5.027804022813107565e+01
1.518321234461480262e+00,5.027575679491710758e+01
1.519578122900604011e+00,5.027347436907668055e+01
1.520835011339727760e+00,5.027119294980253983e+01
1.522091899778851509e+00,5.026891253628836154e+01
1.523348788217975258e+00,5.026663312772877390e+01
1.524605676657099007e+00,5.026435472331931464e+01
1.525862565096222756e+00,5.026207732225645231e+01
1.527119453535346505e+00,5.025980092373757913e+01
1.528376341974470254e+00,5.025752552696103237e+01
1.529633230413594003e+00,5.025525113112604458e+01
1.530890118852717752e+00,5.025297773543278623e+01
1.532147007291841501e+00,5.025070533908234438e+01
1.533403895730965250e+00,5.024843394127672980e+01
1.534660784170088998e+00,5.024616354121887696e+01
1.535917672609212747e+00,5.024389413811261562e+01
1.537174561048336496e+00,5.024162573116271346e+01
1.538431449487460245e+00,5.023935831957483344e+01
1.539688337926583994e+00,5.023709190255556933e+01
1.540945226365707743e+00,5.023482647931241019e+01
1.542202114804831492e+00,5.023256204905376876e+01
1.543459003243955241e+00,5.023029861098895310e+01
1.544715891683078990e+00,5.022803616432818785e+01
1.545972780122202739e+00,5.022577470828259294e+01
1.547229668561326488e+00,5.022351424206420489e+01
1.548486557000450237e+00,5.022125476488595552e+01
1.549743445439573764e+00,5.021899627596167903e+01
1.551000333878697512e+00,5.021673877450611201e+01
1.552257222317821261e+00,5.021448225973488633e+01
1.553514110756945010e+00,5.021222673086453625e+01
1.554770999196068759e+00,5.020997218711248422e+01
1.556027887635192508e+00,5.020771862769706217e+01
1.557284776074316257e+00,5.020546605183748312e+01
1.558541664513440006e+00,5.020321445875384825e+01
1.559798552952563755e+00,5.020096384766716113e+01
1.561055441391687504e+00,5.019871421779931353e+01
1.562312329830811253e+00,5.019646556837307827e+01
1.563569218269935002e+00,5.019421789861211636e+01
1.564826106709058751e+00,5.019197120774097698e+01
1.566082995148182500e+00,5.018972549498509750e+01
1.567339883587306248e+00,5.018748075957078925e+01
1.568596772026429997e+00,5.018523700072524463e+01
1.569853660465553746e+00,5.018299421767654422e+01
1.571110548904677495e+00,5.018075240965364259e+01
1.572367437343801244e+00,5.017851157588637534e+01
1.573624325782924993e+00,5.017903855782869016e+01
1.574881214222048742e+00,5.018220464067589859e+01
1.576138102661172491e+00,5.018789146547823066e+01
1.577394991100296240e+00,5.019598998796514167e+01
1.578651879539419989e+00,5.020639955410607769e+01
1.579908767978543738e+00,5.021902707838348334e+01
1.581165656417667487e+00,5.023378631252148807e+01
1.582422544856791236e+00,5.025059719395067503e+01
1.583679433295914984e+00,5.026938526462591028e+01
1.584936321735038733e+00,5.029008115197804329e+01
1.586193210174162482e+00,5.031262010479370872e+01
1.587450098613286231e+00,5.033694157770099764e+01
1.588706987052409758e+00,5.036298885870954933e+01
1.589963875491533507e+00,5.039070873492602232e+01
1.591220763930657256e+00,5.042005119215389186e+01
1.592477652369781005e+00,5.045096914459971060e+01
1.593734540808904754e+00,5.048341819135762165e+01
1.594991429248028503e+00,5.051735639673692901e+01
1.596248317687152252e+00,5.055274409184234941e+01
1.597505206126276001e+00,5.058954369511837257e+01
1.598762094565399750e+00,5.062771954983426070e+01
1.600018983004523498e+00,5.066723777671899853e+01
1.601275871443647247e+00,5.070806614015975811e+01
1.602532759882770996e+00,5.075017392655740878e+01
1.603789648321894745e+00,5.079353183359067714e+01
1.605046536761018494e+00,5.083811186928012660e+01
1.606303425200142243e+00,5.088388725986572325e+01
1.607560313639265992e+00,5.093083236562036831e+01
1.608817202078389741e+00,5.097892260381733820e+01
1.610074090517513490e+00,5.102813437815414943e+01
1.611330978956637239e+00,5.107844501401026349e+01
1.612587867395760988e+00,5.112983269898214189e+01
1.613844755834884737e+00,5.118227642819780243e+01
1.615101644274008486e+00,5.123575595396527405e+01
1.616358532713132234e+00,5.129025173935514914e+01
1.617615421152255983e+00,5.134574491535886409e+01
1.618872309591379732e+00,5.140221724130041281e+01
1.620129198030503481e+00,5.145965106821198987e+01
1.621386086469627230e+00,5.151802930491270160e+01
1.622642974908750979e+00,5.157733538655549665e+01
1.623899863347874728e+00,5.163755324543026859e+01
1.625156751786998477e+00,5.169866728383180998e+01
1.626413640226122226e+00,5.176066234881952965e+01
1.627670528665245975e+00,5.182352370871237213e+01
1.628927417104369724e+00,5.188723703117714336e+01
1.630184305543493251e+00,5.195178836278151380e+01
1.631441193982616999e+00,5.201716410989504880e+01
1.632698082421740748e+00,5.208335102083199786e+01
1.633954970860864497e+00,5.215033616913944314e+01
1.635211859299988246e+00,5.221810693794281377e+01
1.636468747739111995e+00,5.228665100526862375e+01
1.637725636178235744e+00,5.235595633027133999e+01
1.638982524617359493e+00,5.242601114029754683e+01
1.640239413056483242e+00,5.249680391872632867e+01
1.641496301495606991e+00,5.256832339352989436e+01
1.642753189934730740e+00,5.264055852650337641e+01
1.644010078373854489e+00,5.271349850311661811e+01
1.645266966812978238e+00,5.278713272294493208e+01
1.646523855252101987e+00,5.286145079063916796e+01
1.647780743691225736e+00,5.293644250739858848e+01
1.649037632130349484e+00,5.301209786291309456e+01
1.650294520569473233e+00,5.308840702774364217e+01
1.651551409008596982e+00,5.316536034611257122e+01
1.652808297447720731e+00,5.324294832907734332e+01
1.654065185886844480e+00,5.332116164806330261e+01
1.655322074325968229e+00,5.339999112873307041e+01
1.656578962765091978e+00,5.347942774517161268e+01
1.657835851204215727e+00,5.355946261436772460e+01
1.659092739643339476e+00,5.364008699097393418e+01
1.660349628082463225e+00,5.372129226232827648e+01
1.661606516521586974e+00,5.380306994372242002e+01
1.662863404960710723e+00,5.388541167390187780e+01
1.664120293399834472e+00,5.396830921078471022e+01
1.665377181838958220e+00,5.405175442738657665e+01
1.666634070278081969e+00,5.413573930794030531e+01
1.667890958717205718e+00,5.422025594419921646e+01
1.669147847156329245e+00,5.430529653191411654e+01
1.670404735595452994e+00,5.439085336747452715e+01
1.671661624034576743e+00,5.447691884470525991e+01
1.672918512473700492e+00,5.456348545181019460e+01
1.674175400912824241e+00,5.465054576845538037e+01
1.675432289351947990e+00,5.473809246298438325e+01
1.676689177791071739e+00,5.482611828975888102e+01
1.677946066230195488e+00,5.491461608661837346e+01
1.679202954669319237e+00,5.500357877245281912e+01
1.680459843108442985e+00,5.509299934488265649e+01
1.681716731547566734e+00,5.518287087804095137e+01
1.682973619986690483e+00,5.527318652045261160e+01
1.684230508425814232e+00,5.536393949300607886e+01
1.685487396864937981e+00,5.545512308701299986e+01
1.686744285304061730e+00,5.554673066235177004e+01
1.688001173743185479e+00,5.563875564569097776e+01
1.689258062182309228e+00,5.573119152878910398e+01
1.690514950621432977e+00,5.582403186686693886e+01
1.691771839060556726e+00,5.591727027704934017e+01
1.693028727499680475e+00,5.601090043687336362e+01
1.694285615938804224e+00,5.610491608285965981e+01
1.695542504377927973e+00,5.619931100914439526e+01
1.696799392817051721e+00,5.629407906616902579e+01
1.698056281256175470e+00,5.638921415942539994e+01
1.699313169695299219e+00,5.648471024825382614e+01
1.700570058134422968e+00,5.658056134469180876e+01
1.701826946573546717e+00,5.667676151237129289e+01
1.703083835012670466e+00,5.677330486546241417e+01
1.704340723451794215e+00,5.687018556766176403e+01
1.705597611890917964e+00,5.696739783122331602e+01
1.706854500330041713e+00,5.706493591603029358e+01
1.708111388769165462e+00,5.716279412870627397e+01
1.709368277208289211e+00,5.726096682176389407e+01
1.710625165647412738e+00,5.735944839278969454e+01
1.711882054086536487e+00,5.745823328366363825e+01
1.713138942525660235e+00,5.755731597981186809e+01
1.714395830964783984e+00,5.765669100949138937e+01
1.715652719403907733e+00,5.775635294310545476e+01
1.716909607843031482e+00,5.785629639254841550e+01
1.718166496282155231e+00,5.795651601057884506e+01
1.719423384721278980e+00,5.805700649021986948e+01
1.720680273160402729e+00,5.815776256418564572e+01
1.721937161599526478e+00,5.825877900433290790e+01
1.723194050038650227e+00,5.836005062113670760e+01
1.724450938477773976e+00,5.846157226318930356e+01
1.725707826916897725e+00,5.856333881672138375e+01
1.726964715356021474e+00,5.866534520514472462e+01
1.728221603795145223e+00,5.876758638861547013e+01
1.729478492234268971e+00,5.887005736361722086e+01
1.730735380673392720e+00,5.897275316256317268e+01
1.731992269112516469e+00,5.907566885341663010e+01
1.733249157551640218e+00,5.917879953932902026e+01
1.734506045990763967e+00,5.928214035829495288e+01
1.735762934429887716e+00,5.938568648282350892e+01
1.737019822869011465e+00,5.948943311962516844e+01
1.738276711308135214e+00,5.959337550931375205e+01
1.739533599747258963e+00,5.969750892612290016e+01
1.740790488186382712e+00,5.980182867763628707e+01
1.742047376625506461e+00,5.990633010453132812e+01
1.743304265064630210e+00,6.001100858033557017e+01
1.744561153503753959e+00,6.011585951119541704e+01
1.745818041942877707e+00,6.022087833565667125e+01
1.747074930382001456e+00,6.032606052445638767e+01
1.748331818821125205e+00,6.043140158032559128e+01
1.749588707260248732e+00,6.053689703780239029e+01
1.750845595699372481e+00,6.064254246305513618e+01
1.752102484138496230e+00,6.074833345371506255e+01
1.753359372577619979e+00,6.085426563871814665e+01
1.754616261016743728e+00,6.096033467815576046e+01
1.755873149455867477e+00,6.106653626313364214e+01
1.757130037894991226e+00,6.117286611563894638e+01
1.758386926334114975e+00,6.127931998841494021e+01
1.759643814773238724e+00,6.138589366484302445e+01
1.760900703212362473e+00,6.149258295883171854e+01
1.762157591651486221e+00,6.159938371471234575e+01
1.763414480090609970e+00,6.170629180714101381e+01
1.764671368529733719e+00,6.181330314100665646e+01
1.765928256968857468e+00,6.192041365134479491e+01
1.767185145407981217e+00,6.202761930325677042e+01
1.768442033847104966e+00,6.213491609183412123e+01
1.769698922286228715e+00,6.224230004208788358e+01
1.770955810725352464e+00,6.234976720888244728e+01
1.772212699164476213e+00,6.245731367687388769e+01
1.773469587603599962e+00,6.256493556045232651e+01
1.774726476042723711e+00,6.267262900368822898e+01
1.775983364481847460e+00,6.278039018028229634e+01
1.777240252920971209e+00,6.288821529351882589e+01
1.778497141360094957e+00,6.299610057622219728e+01
1.779754029799218706e+00,6.310404229071636450e+01
1.781010918238342455e+00,6.321203672878711188e+01
1.782267806677466204e+00,6.332008021164686085e+01
1.783524695116589953e+00,6.342816908990182156e+01
1.784781583555713702e+00,6.353629974352131882e+01
1.786038471994837451e+00,6.364446858180908606e+01
1.787295360433961200e+00,6.375267204337637850e+01
1.788552248873084949e+00,6.386090659611664933e+01
1.789809137312208698e+00,6.396916873718175367e+01
1.791066025751332225e+00,6.407745499295931779e+01
1.792322914190455974e+00,6.418576191905135886e+01
1.793579802629579723e+00,6.429408610025370763e+01
1.794836691068703471e+00,6.440242415053637615e+01
1.796093579507827220e+00,6.451077271302453653e+01
1.797350467946950969e+00,6.461912845997993315e+01
1.798607356386074718e+00,6.472748809278277804e+01
1.799864244825198467e+00,6.483584834191387358e+01
1.801121133264322216e+00,6.494420596693676373e+01
1.802378021703445965e+00,6.505255775647995620e+01
1.803634910142569714e+00,6.516090052821893153e+01
1.804891798581693463e+00,6.526923112885796741e+01
1.806148687020817212e+00,6.537754643411153666e+01
1.807405575459940961e+00,6.548584334868525048e+01
1.808662463899064710e+00,6.559411880625616220e+01
1.809919352338188459e+00,6.570236976945247420e+01
1.811176240777312207e+00,6.581059322983236370e+01
1.812433129216435956e+00,6.591878620786189913e+01
1.813690017655559705e+00,6.602694575289214640e+01
1.814946906094683454e+00,6.613506894313501050e+01
1.816203794533807203e+00,6.624315288563799697e+01
1.817460682972930952e+00,6.635119471625775134e+01
1.818717571412054701e+00,6.645919159963231948e+01
1.819974459851178450e+00,6.656714072915191593e+01
1.821231348290302199e+00,6.667503932692835633e+01
1.822488236729425948e+00,6.678288464376279876e+01
1.823745125168549697e+00,6.689067395911207825e+01
1.825002013607673446e+00,6.699840458105322227e+01
1.826258902046797195e+00,6.710607384624636040e+01
1.827515790485920943e+00,6.721367911989582922e+01
1.828772678925044692e+00,6.732121779570937292e+01
1.830029567364168219e+00,6.742868729585561027e+01
1.831286455803291968e+00,6.753608507091944091e+01
1.832543344242415717e+00,6.764340859985551901e+01
1.833800232681539466e+00,6.775065538993979430e+01
1.835057121120663215e+00,6.785782297671889296e+01
1.836314009559786964e+00,6.796490892395748062e+01
1.837570897998910713e+00,6.807191082358346534e+01
1.838827786438034462e+00,6.817882629563105468e+01
1.840084674877158211e+00,6.828565298818161011e+01
1.841341563316281960e+00,6.839238857730235566e+01
1.842598451755405708e+00,6.849903076698279847e+01
1.843855340194529457e+00,6.860557728906883312e+01
1.845112228633653206e+00,6.871202590319475689e+01
1.846369117072776955e+00,6.881837439671278389e+01
1.847626005511900704e+00,6.892462058462038499e+01
1.848882893951024453e+00,6.903076230948525449e+01
1.850139782390148202e+00,6.913679744136796046e+01
1.851396670829271951e+00,6.924272387774226445e+01
1.852653559268395700e+00,6.934853954341306803e+01
1.853910447707519449e+00,6.945424239043205716e+01
1.855167336146643198e+00,6.955983039801094492e+01
1.856424224585766947e+00,6.966530157243239785e+01
1.857681113024890696e+00,6.977065394695863176e+01
1.858938001464014445e+00,6.987588558173760589e+01
1.860194889903138193e+00,6.998099456370691485e+01
1.861451778342261942e+00,7.008597900649532164e+01
1.862708666781385691e+00,7.019083705032204534e+01
1.863965555220509440e+00,7.029556686189360448e+01
1.865222443659633189e+00,7.040016663429854304e+01
1.866479332098756938e+00,7.050463458689965535e+01
1.867736220537880687e+00,7.060896896522410771e+01
1.868993108977004436e+00,7.071316804085122953e+01
1.870249997416128185e+00,7.081723011129814438e+01
1.871506885855251712e+00,7.092115349990305617e+01
1.872763774294375461e+00,7.102493655570648912e+01
1.874020662733499210e+00,7.112857765333028226e+01
1.875277551172622958e+00,7.123207519285440981e+01
1.876534439611746707e+00,7.133542759969176927e+01
1.877791328050870456e+00,7.143863332446079539e+01
1.879048216489994205e+00,7.154169084285604185e+01
1.880305104929117954e+00,7.164459865551678774e+01
1.881561993368241703e+00,7.174735528789346972e+01
1.882818881807365452e+00,7.184995929011233784e+01
1.884075770246489201e+00,7.195240923683803658e+01
1.885332658685612950e+00,7.205470372713432425e+01
1.886589547124736699e+00,7.215684138432290240e+01
1.887846435563860448e+00,7.225882085584041192e+01
1.889103324002984197e+00,7.236064081309359608e+01
1.890360212442107946e+00,7.246229995131277235e+01
1.891617100881231694e+00,7.256379698940347112e+01
1.892873989320355443e+00,7.266513066979644009e+01
1.894130877759479192e+00,7.276629975829597186e+01
1.895387766198602941e+00,7.286730304392662561e+01
1.896644654637726690e+00,7.296813933877837144e+01
1.897901543076850439e+00,7.306880747785022834e+01
1.899158431515974188e+00,7.316930631889225367e+01
1.900415319955097937e+00,7.326963474224635320e+01
1.901672208394221686e+00,7.336979165068545683e+01
1.902929096833345435e+00,7.346977596925131593e+01
1.904185985272469184e+00,7.356958664509119217e+01
1.905442873711592933e+00,7.366922264729299741e+01
1.906699762150716682e+00,7.376868296671936776e+01
1.907956650589840430e+00,7.386796661584044443e+01
1.909213539028964179e+00,7.396707262856557463e+01
1.910470427468087706e+00,7.406600006007386128e+01
1.911727315907211455e+00,7.416474798664364698e+01
1.912984204346335204e+00,7.426331550548093219e+01
1.914241092785458953e+00,7.436170173454695487e+01
1.915497981224582702e+00,7.445990581238464756e+01
1.916754869663706451e+00,7.455792689794436967e+01
1.918011758102830200e+00,7.465576417040867341e+01
1.919268646541953949e+00,7.475341682901638762e+01
1.920525534981077698e+00,7.485088409288577793e+01
1.921782423420201447e+00,7.494816520083720945e+01
1.923039311859325196e+00,7.504525941121494270e+01
1.924296200298448944e+00,7.514216600170843208e+01
1.925553088737572693e+00,7.523888426917299910e+01
1.926809977176696442e+00,7.533541352944995140e+01
1.928066865615820191e+00,7.543175311718626119e+01
1.929323754054943940e+00,7.552790238565377479e+01
1.930580642494067689e+00,7.562386070656791048e+01
1.931837530933191438e+00,7.571962746990621440e+01
1.933094419372315187e+00,7.581520208372637626e+01
1.934351307811438936e+00,7.591058397398410307e+01
1.935608196250562685e+00,7.600577258435069439e+01
1.936865084689686434e+00,7.610076737603041863e+01
1.938121973128810183e+00,7.619556782757776148e+01
1.939378861567933932e+00,7.629017343471457480e+01
1.940635750007057680e+00,7.638458371014709769e+01
1.941892638446181429e+00,7.647879818338299174e+01
1.943149526885305178e+00,7.657281640054833360e+01
1.944406415324428927e+00,7.666663792420469292e+01
1.945663303763552676e+00,7.676026233316626701e+01
1.946920192202676425e+00,7.685368922231720035e+01
1.948177080641800174e+00,7.694691820242894664e+01
1.949433969080923923e+00,7.703994889997790096e+01
1.950690857520047672e+00,7.713278095696325920e+01
1.951947745959171199e+00,7.722541403072513333e+01
1.953204634398294948e+00,7.731784779376297934e+01
1.954461522837418697e+00,7.741008193355435196e+01
1.955718411276542446e+00,7.750211615237400054e+01
1.956975299715666194e+00,7.759395016711344795e+01
1.958232188154789943e+00,7.768558370910091071e+01
1.959489076593913692e+00,7.777701652392181586e+01
1.960745965033037441e+00,7.786824837123963050e+01
1.962002853472161190e+00,7.795927902461745873e+01
1.963259741911284939e+00,7.805010827133997964e+01
1.964516630350408688e+00,7.814073591223613846e+01
1.965773518789532437e+00,7.823116176150242040e+01
1.967030407228656186e+00,7.832138564652667867e+01
1.968287295667779935e+00,7.841140740771281514e+01
1.969544184106903684e+00,7.850122689830601530e+01
1.970801072546027433e+00,7.859084398421882156e+01
1.972057960985151182e+00,7.868025854385791718e+01
1.973314849424274930e+00,7.876947046795164908e+01
1.974571737863398679e+00,7.885847965937851711e+01
1.975828626302522428e+00,7.894728603299631686e+01
1.977085514741646177e+00,7.903588951547226316e+01
1.978342403180769926e+00,7.912429004511398034e+01
1.979599291619893675e+00,7.921248757170128840e+01
1.980856180059017424e+00,7.930048205631912595e+01
1.982113068498141173e+00,7.938827347119118372e+01
1.983369956937264922e+00,7.947586179951467500e+01
1.984626845376388671e+00,7.956324703529602971e+01
1.985883733815512420e+00,7.965042918318759746e+01
1.987140622254636169e+00,7.973740825832538803e+01
1.988397510693759918e+00,7.982418428616783501e+01
1.989654399132883666e+00,7.991075730233565366e+01
1.990911287572007193e+00,7.999712735245272199e+01
1.992168176011130942e+00,8.008329449198811290e+01
1.993425064450254691e+00,8.016925878609920630e+01
1.994681952889378440e+00,8.025502030947592402e+01
1.995938841328502189e+00,8.034057914618611562e+01
1.997195729767625938e+00,8.042593538952208121e+01
1.998452618206749687e+00,8.051108914184825949e+01
1.999709506645873436e+00,8.059604051445006689e+01
2.000966395084997185e+00,8.068078962738404414e+01
2.002223283524120934e+00,8.076533660932901171e+01
2.003480171963244683e+00,8.084968159743857541e+01
2.004737060402368432e+00,8.093382473719483983e+01
2.005993948841492180e+00,8.101776618226331550e+01
2.007250837280615929e+00,8.110150609434904823e+01
2.008507725719739678e+00,8.118504464305399893e+01
2.009764614158863427e+00,8.126838200573578774e+01
2.011021502597987176e+00,8.135151836736760345e+01
2.012278391037110925e+00,8.143445392039929231e+01
