Rotation (degrees),Temperature (K),Black Body Temperature (K)
132.96482412060303,178.9247977233393,190.97674902560755
133.86934673366835,179.97400830398846,191.78518833083146
134.77386934673368,181.0008627425484,192.57138146794983
135.678391959799,181.9915810591234,193.33622053927292
136.58291457286433,182.96138646170266,194.08018576988647
137.48743718592965,183.89666653555417,194.8037358702382
138.39195979899498,184.8122664611861,195.50732644796727
139.2964824120603,185.69502768411175,196.19134925660532
140.20100502512562,186.55939609246167,196.85632540946733
141.10552763819095,187.39227813607803,197.50237610170893
142.01005025125627,188.20817062353288,198.13038926554287
142.9145728643216,188.99382417676935,198.74013567712612
143.81909547738695,189.76305395846134,199.33183094022846
144.72361809045228,190.50334302956816,199.90599182543696
145.6281407035176,191.2280217304286,200.4628975563318
146.53266331658293,191.92493997867064,201.00283241647116
147.43718592964825,192.60700347060327,201.52603688790836
148.34170854271358,193.2623391578802,202.0327506111807
149.2462311557789,193.9035101886147,202.52322119871016
150.15075376884423,194.51888639843486,202.99762524858014
151.05527638190955,195.1206837827106,203.45616506835847
151.95979899497488,195.69752781444916,203.89903259202597
152.8643216080402,196.2613363103463,204.32640979912222
153.76884422110552,196.80095617111837,204.73846923013156
154.67336683417085,197.32803236069287,205.1353744244237
155.57788944723617,197.83161575768986,205.51728033900145
156.4824120603015,198.3230985560627,205.8843337373202
157.38693467336685,198.79172277544654,206.23667355042025
158.29145728643218,199.24864428255347,206.57443121240374
159.1959798994975,199.6832862591366,206.89773097210025
160.10050251256283,200.1065817891233,207.20669018259503
161.00502512562815,200.5081273965605,207.50141957014228
161.90954773869348,200.89864449163596,207.7820234838458
162.8140703517588,201.26789690011927,208.04860012736685
163.71859296482413,201.6264033584197,208.30124177380284
164.62311557788945,201.96409047779042,208.54003496477912
165.52763819095478,202.2912814521939,208.76506069470173
166.4321608040201,202.59806250517312,208.9763945810322
167.33668341708542,202.89456674997498,209.17410702136846
168.24120603015075,203.1710380427976,209.35826333804212
169.14572864321607,203.43742337928637,209.52892391087775
170.0502512562814,203.68412333991503,209.68614429869663
170.95477386934675,203.9209014213766,209.8299753500935
171.85929648241208,204.1383149792809,209.96046330395924
172.7638190954774,204.34594543050994,210.0776498801761
173.66834170854273,204.53450781937337,210.18157236086495
174.57286432160805,204.71340183401816,210.27226366252125
175.47738693467338,204.87350188580857,210.34975239933684
176.3819095477387,205.02402534970773,210.41406293796481
177.28643216080403,205.1560083518094,210.46521544395014
178.19095477386935,205.27848455850227,210.5032259200118
179.09547738693468,205.3826547301695,210.52810623633061
180.0,205.47736674009897,210.53986415296268
180.90452261306532,205.55398937470434,210.5385033344679
181.80904522613065,205.6211820599785,210.5240233568114
182.71356783919597,205.6704853698873,210.49641970656526
183.6180904522613,205.71036717702174,210.455683772407
184.52261306532665,205.73254386967986,210.40180282888198
185.42713567839198,205.7452883253418,210.33476001236434
186.3316582914573,205.74049693283163,210.25453428912178
187.23618090452263,205.72624391184803,210.16110041535643
188.14070351758795,205.69460989137727,210.0544288890617
189.04522613065328,205.65346666212176,209.93448589350146
189.9497487437186,205.5950832812038,209.80123323208213
190.85427135678393,205.52712533986295,209.65462825435188
191.75879396984925,205.4420543570719,209.4946237728225
192.66331658291458,205.3473260597426,209.32116797026794
193.5678391959799,205.23559820944914,209.13420429711053
194.47236180904522,205.11411320860805,208.93367135845978
195.37688442211055,204.97572849593948,208.71950279031836
196.28140703517587,204.82746998573617,208.49162712441668
197.1859296482412,204.66239779597092,208.24996764108093
198.09045226130655,204.48731856882728,207.99444220947552
198.99497487437188,204.29549759346102,207.72496311449507
199.8994974874372,204.09351990856035,207.44143686950682
200.80402010050253,203.87485788831083,207.14376401406417
201.70854271356785,203.64587315067408,206.83183889562554
202.61306532663318,203.40024643369085,206.50554943421542
203.5175879396985,203.14411468063525,206.1647768688608
204.42211055276383,202.8713675921125,205.80939548451929
205.32663316582915,202.587916781932,205.4392723180877
206.23115577889448,202.28786079916648,205.05426684193947
207.1356783919598,201.97688589483064,204.65423062328253
208.04020100502512,201.64929861949568,204.23900695745633
208.94472361809045,201.31056045800173,203.80843047309483
209.84924623115577,200.95518437499143,203.3623267068679
210.7537688442211,200.58840831068025,202.9005116452748
211.65829145728645,200.2049493202906,202.42279123069866
212.56281407035178,199.80982362791613,201.92896082862953
213.4673366834171,199.39794933533125,201.4188046526334
214.37185929648243,198.97412335590587,200.89209514326538
215.27638190954775,198.53346109891282,200.34859229670565
216.18090452261308,198.0805431082878,199.78804293841893
217.0854271356784,197.6106777008064,199.21017993660024
217.98994974874373,197.12823247753875,198.61472134956145
218.89447236180905,196.62870364286576,198.00136950052033
219.79899497487438,196.11624970810556,197.36980997246982
220.7035175879397,195.58654917168795,196.71971051490834
221.60804020100502,195.04355566953296,196.05071985319
222.51256281407035,194.4831238765195,195.3624663900836
223.41708542713567,193.90900705845218,194.6545567877845
224.321608040201,193.31722947616527,193.92657441707954
225.22613065326635,192.71134874774188,193.17807765858197
226.13065326633168,192.08755170746733,192.40859803889145
227.035175879397,191.44920518927066,191.61763818214436
227.93969849246233,190.79265121529235,190.8046695546373
228.84422110552765,190.12107076321183,189.9691299769627
229.74874371859298,189.43095332972442,189.11042087429777
230.6532663316583,188.72529895178164,188.22790423102876
231.55778894472363,188.0007366000821,187.32089921063988
232.46231155778895,187.26009019817997,186.38867839558222
233.36683417085428,186.50011993727153,185.43046359446868
234.2713567839196,185.7234782923035,184.44542115515472
235.17587939698493,184.92704819562562,183.43265671175845
236.08040201005025,184.11331510324732,182.39120928105066
236.98492462311557,183.2792760025851,181.32004460841193
237.8894472361809,182.42725345453792,180.21804764508497
238.79396984924625,181.55434961919474,179.08401401594955
239.69849246231158,180.66272791133468,177.91664030948812
240.6030150753769,179.74958658633642,176.71451298767414
241.50753768844223,178.81693321947208,175.47609567148254
242.41206030150755,177.8620528809711,174.19971450534487
243.31658291457288,176.88680010434584,172.88354123817894
244.2211055276382,175.88853727365913,171.52557357566462
245.12562814070353,174.86896810367952,170.1236122529096
246.03015075376885,173.82552254387807,168.6752341413674
246.93467336683418,172.7597550729475,167.1777605290029
247.8391959798995,171.66915317422857,165.62821948465506
248.74371859296483,170.5551229670979,164.0233009173244
249.64824120603015,169.41519911032776,162.35930254180684
250.55276381909547,168.25063946949777,160.63206442514826
251.4572864321608,167.05901514292336,158.8368890577386
252.36180904522615,165.8414350123189,156.96844288571825
253.26633165829148,164.59549544695588,155.0206338335333
254.1708542713568,163.32215471734142,152.98645734716214
255.07537688442213,162.01902280562712,150.8578006040616
255.97989949748745,160.68690479082633,148.62519029561668
256.88442211055275,159.32341209192654,146.2774630996332
257.7889447236181,157.92919316560932,143.80132770351156
258.6934673366834,156.50184781494903,141.1807724653239
259.59798994974875,155.04186241085222,138.39625050376625
260.5025125628141,153.5468135182353,135.42352003703175
261.4070351758794,152.01702125917834,132.23196688114265
262.31155778894475,150.45002156181883,128.78207875760557
263.21608040201005,148.84595745416155,125.02150643140644
264.1206030150754,147.20230564089724,120.87863872156485
265.0251256281407,145.5190513946438,116.2513654857827
265.92964824120605,143.79359611765867,110.98614086454965
266.83417085427135,142.02572460052562,104.83452331819116
267.7386934673367,140.21276208931414,97.34922367220146
268.643216080402,138.35429524599408,87.57280683381937
269.54773869346735,136.44753810800384,72.61331463911154
270.45226130653265,134.59549945315464,35.340257851771774
271.356783919598,133.28902984219485,34.87761596804801
272.2613065326633,132.13396807277263,34.372604958749726
273.16582914572865,131.14453627263757,33.86726830610814
274.070351758794,130.23537669678694,33.224174534483026
274.9748743718593,129.41666646074407,32.64760393785935
275.87939698492465,128.65030591365925,32.07219649745111
276.78391959798995,127.94367425328439,31.43644059460354
277.6884422110553,127.27440108382575,30.885416838689128
278.5929648241206,126.64783370454721,30.074949925209804
279.49748743718595,126.049106293378,29.60257956484936
280.40201005025125,125.47947857700956,29.132928557639236
281.3065326633166,124.93381418396876,28.530639522484428
282.2110552763819,124.41298788806046,27.279763555028538
283.11557788944725,123.91157365184073,26.46047930339364
284.02010050251255,123.53047753033826,25.20126689014424
284.9246231155779,123.05028829134991,24.944966745388022
285.8291457286432,122.60835791367126,24.430198659512705
286.73366834170855,122.17438234403231,23.56118727894505
287.6381909547739,121.76236228462241,22.871826785990763
288.5427135678392,121.36039912066751,21.97833131925934
289.44723618090455,120.97418786620602,21.443857274662587
290.35175879396985,120.59785298911488,21.015924267257493
291.2562814070352,120.23581236747842,20.97832679245215
292.1608040201005,119.88025491141862,20.669728285161966
293.06532663316585,119.53735998240374,19.118777731989926
293.96984924623115,119.20098620724885,18.93119750623271
294.8743718592965,118.87644868593763,18.740808128847405
295.7788944723618,118.55880286203356,17.208580492217788
296.68341708542715,118.25006254696558,16.324272887661735
297.58793969849245,117.94780783376902,15.694029057176104
298.4924623115578,117.65496006529683,14.4050320056861
299.3969849246231,117.36765107017386,14.208400396569909
300.30150753768845,117.08840079250656,13.538437619248269
301.2060301507538,116.81516471543515,13.981949923987985
302.1105527638191,116.5487664218319,12.19034289912308
303.01507537688445,116.28766723440953,9.950552502552195
303.91959798994975,116.03279425868374,4.27790388358
304.8241206030151,115.78319735640622,7.954577458012451
305.7286432160804,115.53956695676294,7.708630625781337
306.63316582914575,115.30054088182342,8.67682800799322
307.53768844221105,115.0668360366353,8.245520700578565
308.4422110552764,114.83730200672328,7.852782384521706
309.3467336683417,114.61259310993059,6.307770068679115
310.25125628140705,114.39176911605864,5.791187228320367
311.15577889447235,114.17558311811206,6.53971008511263
312.0603015075377,113.96289115658678,3.5406638961404306
312.964824120603,113.7543749037414,2.9936785082906967
313.86934673366835,113.54937186059607,5.312788457031978
314.7738693467337,113.34818468949207,8.08337923430845
315.678391959799,113.15019906042677,8.23382945634597
316.58291457286435,112.95579980477308,7.349486823013173
317.48743718592965,112.76440972893383,6.937564309528202
318.391959798995,112.57634312391687,6.453408748129978
319.2964824120603,112.39113185353291,5.781153606775294
320.20100502512565,112.20895977413589,4.797686172765086
321.10552763819095,112.02950456080096,1.0484650050702042
322.0100502512563,111.85296049344714,0.0
322.9145728643216,111.67898762875903,0.0
323.81909547738695,111.50775510722451,0.0
324.72361809045225,111.33895833066168,0.0
325.6281407035176,111.17273981729082,0.0
326.5326633165829,111.00883319127205,0.0
327.43718592964825,110.8473560834839,0.0
328.3417085427136,110.68807750966633,0.0
329.2462311557789,110.53109192400774,0.0
330.15075376884425,110.37620050896976,0.0
331.05527638190955,110.22347650870226,0.0
331.9597989949749,110.07275018689064,0.0
332.8643216080402,109.92407551508515,0.0
333.76884422110555,109.77730901943708,0.0
334.67336683417085,109.63248720682806,0.0
335.5778894472362,109.4894903305569,0.0
336.4824120603015,109.34833908399317,0.0
337.38693467336685,109.20893517926001,0.0
338.29145728643215,109.07128499065082,0.0
339.1959798994975,108.93530966199314,0.0
340.1005025125628,108.80100259629714,0.0
341.00502512562815,108.66830255631386,0.0
341.9095477386935,108.53719118814607,0.0
342.8140703517588,108.40762324992178,0.0
343.71859296482415,108.27956972539235,0.0
344.62311557788945,108.15299991123074,0.0
345.5276381909548,108.02787511641286,0.0
346.4321608040201,107.90417786626462,0.0
347.33668341708545,107.78186068723195,0.0
348.24120603015075,107.66091815303483,0.0
349.1457286432161,107.54129481503728,0.0
350.0502512562814,107.42299622973263,0.0
350.95477386934675,107.30595970515378,0.0
351.85929648241205,107.19020081656457,0.0
352.7638190954774,107.07565029293382,0.0
353.6683417085427,106.96233285451628,0.0
354.57286432160805,106.85017325518345,0.0
355.4773869346734,106.73920456674594,0.0
356.3819095477387,106.62934611790784,0.0
357.28643216080405,106.52063861031444,0.0
358.19095477386935,106.41299644897595,0.0
359.0954773869347,106.30646730779368,0.0
