Time of Day (radians), Surface Temperature (K)
   4.38315,  88.92431
   4.38441,  88.86840
   4.38566,  88.81239
   4.38692,  88.75626
   4.38818,  88.70003
   4.38943,  88.64369
   4.39069,  88.58723
   4.39195,  88.53067
   4.39320,  88.47399
   4.39446,  88.41720
   4.39572,  88.36030
   4.39697,  88.30329
   4.39823,  88.24617
   4.39949,  88.18893
   4.40074,  88.13158
   4.40200,  88.07412
   4.40326,  88.01654
   4.40451,  87.95885
   4.40577,  87.90105
   4.40703,  87.84313
   4.40828,  87.78510
   4.40954,  87.72695
   4.41080,  87.66869
   4.41205,  87.61031
   4.41331,  87.55182
   4.41457,  87.49321
   4.41582,  87.43448
   4.41708,  87.37563
   4.41834,  87.31667
   4.41959,  87.25760
   4.42085,  87.19840
   4.42211,  87.13909
   4.42336,  87.07965
   4.42462,  87.02010
   4.42588,  86.96043
   4.42713,  86.90064
   4.42839,  86.84074
   4.42965,  86.78071
   4.43090,  86.72056
   4.43216,  86.66029
   4.43342,  86.59990
   4.43467,  86.53939
   4.43593,  86.47875
   4.43719,  86.41800
   4.43844,  86.35712
   4.43970,  86.29612
   4.44096,  86.23500
   4.44221,  86.17375
   4.44347,  86.11238
   4.44473,  86.05088
   4.44598,  85.98927
   4.44724,  85.92752
   4.44850,  85.86565
   4.44975,  85.80366
   4.45101,  85.74154
   4.45227,  85.67930
   4.45352,  85.61692
   4.45478,  85.55443
   4.45604,  85.49180
   4.45729,  85.42905
   4.45855,  85.36617
   4.45981,  85.30316
   4.46106,  85.24002
   4.46232,  85.17675
   4.46357,  85.11335
   4.46483,  85.04983
   4.46609,  84.98617
   4.46734,  84.92239
   4.46860,  84.85847
   4.46986,  84.79442
   4.47111,  84.73024
   4.47237,  84.66593
   4.47363,  84.60148
   4.47488,  84.53691
   4.47614,  84.47219
   4.47740,  84.40735
   4.47865,  84.34237
   4.47991,  84.27726
   4.48117,  84.21201
   4.48242,  84.14663
   4.48368,  84.08111
   4.48494,  84.01546
   4.48619,  83.94967
   4.48745,  83.88374
   4.48871,  83.81768
   4.48996,  83.75148
   4.49122,  83.68514
   4.49248,  83.61866
   4.49373,  83.55204
   4.49499,  83.48529
   4.49625,  83.41839
   4.49750,  83.35136
   4.49876,  83.28418
   4.50002,  83.21687
   4.50127,  83.14941
   4.50253,  83.08181
   4.50379,  83.01407
   4.50504,  82.94618
   4.50630,  82.87815
   4.50756,  82.80998
   4.50881,  82.74167
   4.51007,  82.67321
   4.51133,  82.60460
   4.51258,  82.53585
   4.51384,  82.46696
   4.51510,  82.39792
   4.51635,  82.32873
   4.51761,  82.25939
   4.51887,  82.18991
   4.52012,  82.12028
   4.52138,  82.05050
   4.52264,  81.98057
   4.52389,  81.91050
   4.52515,  81.84027
   4.52641,  81.76989
   4.52766,  81.69936
   4.52892,  81.62868
   4.53018,  81.55785
   4.53143,  81.48686
   4.53269,  81.41573
   4.53395,  81.34444
   4.53520,  81.27299
   4.53646,  81.20140
   4.53772,  81.12964
   4.53897,  81.05773
   4.54023,  80.98567
   4.54149,  80.91345
   4.54274,  80.84107
   4.54400,  80.76854
   4.54526,  80.69585
   4.54651,  80.62300
   4.54777,  80.54999
   4.54903,  80.47682
   4.55028,  80.40349
   4.55154,  80.33001
   4.55280,  80.25636
   4.55405,  80.18255
   4.55531,  80.10857
   4.55657,  80.03444
   4.55782,  79.96014
   4.55908,  79.88568
   4.56034,  79.81105
   4.56159,  79.73626
   4.56285,  79.66131
   4.56411,  79.58619
   4.56536,  79.51090
   4.56662,  79.43544
   4.56788,  79.35982
   4.56913,  79.28403
   4.57039,  79.20807
   4.57165,  79.13195
   4.57290,  79.05565
   4.57416,  78.97918
   4.57542,  78.90255
   4.57667,  78.82574
   4.57793,  78.74875
   4.57919,  78.67160
   4.58044,  78.59427
   4.58170,  78.51677
   4.58296,  78.43910
   4.58421,  78.36125
   4.58547,  78.28322
   4.58673,  78.20502
   4.58798,  78.12664
   4.58924,  78.04808
   4.59050,  77.96935
   4.59175,  77.89044
   4.59301,  77.81135
   4.59427,  77.73207
   4.59552,  77.65262
   4.59678,  77.57299
   4.59804,  77.49317
   4.59929,  77.41318
   4.60055,  77.33300
   4.60181,  77.25263
   4.60306,  77.17209
   4.60432,  77.09135
   4.60557,  77.01043
   4.60683,  76.92933
   4.60809,  76.84804
   4.60934,  76.76656
   4.61060,  76.68489
   4.61186,  76.60303
   4.61311,  76.52099
   4.61437,  76.43875
   4.61563,  76.35632
   4.61688,  76.27370
   4.61814,  76.19089
   4.61940,  76.10789
   4.62065,  76.02469
   4.62191,  75.94130
   4.62317,  75.85771
   4.62442,  75.77393
   4.62568,  75.68995
   4.62694,  75.60577
   4.62819,  75.52139
   4.62945,  75.43682
   4.63071,  75.35205
   4.63196,  75.26707
   4.63322,  75.18190
   4.63448,  75.09653
   4.63573,  75.01095
   4.63699,  74.92517
   4.63825,  74.83918
   4.63950,  74.75299
   4.64076,  74.66660
   4.64202,  74.58000
   4.64327,  74.49319
   4.64453,  74.40617
   4.64579,  74.31895
   4.64704,  74.23152
   4.64830,  74.14388
   4.64956,  74.05602
   4.65081,  73.96796
   4.65207,  73.87968
   4.65333,  73.79119
   4.65458,  73.70249
   4.65584,  73.61357
   4.65710,  73.52443
   4.65835,  73.43508
   4.65961,  73.34552
   4.66087,  73.25573
   4.66212,  73.16573
   4.66338,  73.07550
   4.66464,  72.98506
   4.66589,  72.89439
   4.66715,  72.80351
   4.66841,  72.71240
   4.66966,  72.62106
   4.67092,  72.52950
   4.67218,  72.43772
   4.67343,  72.34571
   4.67469,  72.25347
   4.67595,  72.16100
   4.67720,  72.06831
   4.67846,  71.97539
   4.67972,  71.88223
   4.68097,  71.78884
   4.68223,  71.69522
   4.68349,  71.60137
   4.68474,  71.50728
   4.68600,  71.41296
   4.68726,  71.31840
   4.68851,  71.22361
   4.68977,  71.12857
   4.69103,  71.03330
   4.69228,  70.93779
   4.69354,  70.84203
   4.69480,  70.74604
   4.69605,  70.64980
   4.69731,  70.55332
   4.69857,  70.45660
   4.69982,  70.35962
   4.70108,  70.26241
   4.70234,  70.16494
   4.70359,  70.06723
   4.70485,  69.96927
   4.70611,  69.87105
   4.70736,  69.77259
   4.70862,  69.67387
   4.70988,  69.57490
   4.71113,  69.47568
   4.71239,  69.37620
   4.71365,  69.28137
   4.71490,  69.19074
   4.71616,  69.10391
   4.71742,  69.02052
   4.71867,  68.94025
   4.71993,  68.86283
   4.72119,  68.78800
   4.72244,  68.71554
   4.72370,  68.64527
   4.72496,  68.57699
   4.72621,  68.51057
   4.72747,  68.44584
   4.72873,  68.38270
   4.72998,  68.32103
   4.73124,  68.26073
   4.73250,  68.20170
   4.73375,  68.14386
   4.73501,  68.08715
   4.73627,  68.03148
   4.73752,  67.97681
   4.73878,  67.92308
   4.74004,  67.87023
   4.74129,  67.81822
   4.74255,  67.76701
   4.74381,  67.71655
   4.74506,  67.66682
   4.74632,  67.61778
   4.74757,  67.56940
   4.74883,  67.52166
   4.75009,  67.47452
   4.75134,  67.42796
   4.75260,  67.38197
   4.75386,  67.33651
   4.75511,  67.29158
   4.75637,  67.24715
   4.75763,  67.20321
   4.75888,  67.15973
   4.76014,  67.11672
   4.76140,  67.07414
   4.76265,  67.03199
   4.76391,  66.99026
   4.76517,  66.94893
   4.76642,  66.90800
   4.76768,  66.86745
   4.76894,  66.82727
   4.77019,  66.78745
   4.77145,  66.74799
   4.77271,  66.70887
   4.77396,  66.67009
   4.77522,  66.63163
   4.77648,  66.59350
   4.77773,  66.55568
   4.77899,  66.51817
   4.78025,  66.48096
   4.78150,  66.44404
   4.78276,  66.40742
   4.78402,  66.37107
   4.78527,  66.33500
   4.78653,  66.29920
   4.78779,  66.26366
   4.78904,  66.22839
   4.79030,  66.19337
   4.79156,  66.15860
   4.79281,  66.12407
   4.79407,  66.08979
   4.79533,  66.05575
   4.79658,  66.02193
   4.79784,  65.98835
   4.79910,  65.95499
   4.80035,  65.92185
   4.80161,  65.88893
   4.80287,  65.85623
   4.80412,  65.82373
   4.80538,  65.79144
   4.80664,  65.75935
   4.80789,  65.72747
   4.80915,  65.69578
   4.81041,  65.66428
   4.81166,  65.63298
   4.81292,  65.60187
   4.81418,  65.57094
   4.81543,  65.54019
   4.81669,  65.50963
   4.81795,  65.47924
   4.81920,  65.44903
   4.82046,  65.41899
   4.82172,  65.38912
   4.82297,  65.35941
   4.82423,  65.32988
   4.82549,  65.30050
   4.82674,  65.27129
   4.82800,  65.24224
   4.82926,  65.21334
   4.83051,  65.18460
   4.83177,  65.15601
   4.83303,  65.12757
   4.83428,  65.09929
   4.83554,  65.07114
   4.83680,  65.04315
   4.83805,  65.01530
   4.83931,  64.98759
   4.84057,  64.96002
   4.84182,  64.93258
   4.84308,  64.90529
   4.84434,  64.87813
   4.84559,  64.85110
   4.84685,  64.82421
   4.84811,  64.79744
   4.84936,  64.77081
   4.85062,  64.74430
   4.85188,  64.71792
   4.85313,  64.69166
   4.85439,  64.66552
   4.85565,  64.63951
   4.85690,  64.61362
   4.85816,  64.58785
   4.85942,  64.56219
   4.86067,  64.53666
   4.86193,  64.51123
   4.86319,  64.48593
   4.86444,  64.46073
   4.86570,  64.43565
   4.86696,  64.41068
   4.86821,  64.38581
   4.86947,  64.36106
   4.87073,  64.33641
   4.87198,  64.31187
   4.87324,  64.28744
   4.87450,  64.26311
   4.87575,  64.23888
   4.87701,  64.21476
   4.87827,  64.19073
   4.87952,  64.16681
   4.88078,  64.14298
   4.88204,  64.11926
   4.88329,  64.09563
   4.88455,  64.07210
   4.88581,  64.04866
   4.88706,  64.02532
   4.88832,  64.00207
   4.88957,  63.97891
   4.89083,  63.95585
   4.89209,  63.93288
   4.89334,  63.91000
   4.89460,  63.88720
   4.89586,  63.86450
   4.89711,  63.84189
   4.89837,  63.81936
   4.89963,  63.79692
   4.90088,  63.77456
   4.90214,  63.75229
   4.90340,  63.73011
   4.90465,  63.70801
   4.90591,  63.68599
   4.90717,  63.66405
   4.90842,  63.64219
   4.90968,  63.62042
   4.91094,  63.59872
   4.91219,  63.57711
   4.91345,  63.55557
   4.91471,  63.53412
   4.91596,  63.51273
   4.91722,  63.49143
   4.91848,  63.47020
   4.91973,  63.44905
   4.92099,  63.42798
   4.92225,  63.40697
   4.92350,  63.38605
   4.92476,  63.36519
   4.92602,  63.34441
   4.92727,  63.32370
   4.92853,  63.30306
   4.92979,  63.28250
   4.93104,  63.26200
   4.93230,  63.24157
   4.93356,  63.22122
   4.93481,  63.20093
   4.93607,  63.18071
   4.93733,  63.16056
   4.93858,  63.14047
   4.93984,  63.12046
   4.94110,  63.10051
   4.94235,  63.08062
   4.94361,  63.06080
   4.94487,  63.04105
   4.94612,  63.02136
   4.94738,  63.00173
   4.94864,  62.98217
   4.94989,  62.96267
   4.95115,  62.94324
   4.95241,  62.92386
   4.95366,  62.90455
   4.95492,  62.88530
   4.95618,  62.86611
   4.95743,  62.84698
   4.95869,  62.82791
   4.95995,  62.80890
   4.96120,  62.78996
   4.96246,  62.77106
   4.96372,  62.75223
   4.96497,  62.73346
   4.96623,  62.71474
   4.96749,  62.69608
   4.96874,  62.67748
   4.97000,  62.65894
   4.97126,  62.64045
   4.97251,  62.62201
   4.97377,  62.60363
   4.97503,  62.58531
   4.97628,  62.56704
   4.97754,  62.54883
   4.97880,  62.53067
   4.98005,  62.51257
   4.98131,  62.49451
   4.98257,  62.47651
   4.98382,  62.45857
   4.98508,  62.44067
   4.98634,  62.42283
   4.98759,  62.40504
   4.98885,  62.38730
   4.99011,  62.36961
   4.99136,  62.35197
   4.99262,  62.33439
   4.99388,  62.31685
   4.99513,  62.29936
   4.99639,  62.28193
   4.99765,  62.26454
   4.99890,  62.24720
   5.00016,  62.22991
   5.00142,  62.21267
   5.00267,  62.19547
   5.00393,  62.17832
   5.00519,  62.16123
   5.00644,  62.14417
   5.00770,  62.12717
   5.00896,  62.11021
   5.01021,  62.09330
   5.01147,  62.07643
   5.01273,  62.05961
   5.01398,  62.04284
   5.01524,  62.02611
   5.01650,  62.00942
   5.01775,  61.99278
   5.01901,  61.97619
   5.02027,  61.95964
   5.02152,  61.94313
   5.02278,  61.92667
   5.02404,  61.91025
   5.02529,  61.89387
   5.02655,  61.87754
   5.02781,  61.86125
   5.02906,  61.84500
   5.03032,  61.82880
   5.03157,  61.81264
   5.03283,  61.79651
   5.03409,  61.78043
   5.03534,  61.76440
   5.03660,  61.74840
   5.03786,  61.73244
   5.03911,  61.71653
   5.04037,  61.70065
   5.04163,  61.68482
   5.04288,  61.66902
   5.04414,  61.65327
   5.04540,  61.63755
   5.04665,  61.62188
   5.04791,  61.60624
   5.04917,  61.59065
   5.05042,  61.57509
   5.05168,  61.55957
   5.05294,  61.54409
   5.05419,  61.52864
   5.05545,  61.51324
   5.05671,  61.49787
   5.05796,  61.48254
   5.05922,  61.46725
   5.06048,  61.45199
   5.06173,  61.43678
   5.06299,  61.42160
   5.06425,  61.40645
   5.06550,  61.39134
   5.06676,  61.37627
   5.06802,  61.36124
   5.06927,  61.34624
   5.07053,  61.33128
   5.07179,  61.31635
   5.07304,  61.30145
   5.07430,  61.28660
   5.07556,  61.27178
   5.07681,  61.25699
   5.07807,  61.24224
   5.07933,  61.22752
   5.08058,  61.21283
   5.08184,  61.19819
   5.08310,  61.18357
   5.08435,  61.16899
   5.08561,  61.15444
   5.08687,  61.13993
   5.08812,  61.12545
   5.08938,  61.11100
   5.09064,  61.09658
   5.09189,  61.08220
   5.09315,  61.06785
   5.09441,  61.05354
   5.09566,  61.03926
   5.09692,  61.02500
   5.09818,  61.01079
   5.09943,  60.99660
   5.10069,  60.98244
   5.10195,  60.96832
   5.10320,  60.95423
   5.10446,  60.94017
   5.10572,  60.92614
   5.10697,  60.91214
   5.10823,  60.89817
   5.10949,  60.88424
   5.11074,  60.87033
   5.11200,  60.85646
   5.11326,  60.84261
   5.11451,  60.82880
   5.11577,  60.81502
   5.11703,  60.80126
   5.11828,  60.78754
   5.11954,  60.77384
   5.12080,  60.76018
   5.12205,  60.74654
   5.12331,  60.73294
   5.12457,  60.71936
   5.12582,  60.70581
   5.12708,  60.69230
   5.12834,  60.67881
   5.12959,  60.66535
   5.13085,  60.65191
   5.13211,  60.63851
   5.13336,  60.62514
   5.13462,  60.61179
   5.13588,  60.59847
   5.13713,  60.58518
   5.13839,  60.57192
   5.13965,  60.55868
   5.14090,  60.54547
   5.14216,  60.53229
   5.14342,  60.51914
   5.14467,  60.50601
   5.14593,  60.49292
   5.14719,  60.47984
   5.14844,  60.46680
   5.14970,  60.45378
   5.15096,  60.44079
   5.15221,  60.42783
   5.15347,  60.41489
   5.15473,  60.40198
   5.15598,  60.38909
   5.15724,  60.37623
   5.15850,  60.36340
   5.15975,  60.35059
   5.16101,  60.33781
   5.16227,  60.32506
   5.16352,  60.31233
   5.16478,  60.29962
   5.16604,  60.28694
   5.16729,  60.27429
   5.16855,  60.26166
   5.16981,  60.24906
   5.17106,  60.23648
   5.17232,  60.22393
   5.17357,  60.21140
   5.17483,  60.19890
   5.17609,  60.18642
   5.17734,  60.17396
   5.17860,  60.16153
   5.17986,  60.14913
   5.18111,  60.13674
   5.18237,  60.12439
   5.18363,  60.11205
   5.18488,  60.09974
   5.18614,  60.08746
   5.18740,  60.07520
   5.18865,  60.06296
   5.18991,  60.05074
   5.19117,  60.03855
   5.19242,  60.02638
   5.19368,  60.01424
   5.19494,  60.00212
   5.19619,  59.99002
   5.19745,  59.97794
   5.19871,  59.96589
   5.19996,  59.95386
   5.20122,  59.94185
   5.20248,  59.92987
   5.20373,  59.91791
   5.20499,  59.90597
   5.20625,  59.89405
   5.20750,  59.88216
   5.20876,  59.87029
   5.21002,  59.85844
   5.21127,  59.84661
   5.21253,  59.83480
   5.21379,  59.82302
   5.21504,  59.81126
   5.21630,  59.79952
   5.21756,  59.78780
   5.21881,  59.77610
   5.22007,  59.76443
   5.22133,  59.75277
   5.22258,  59.74114
   5.22384,  59.72953
   5.22510,  59.71794
   5.22635,  59.70637
   5.22761,  59.69482
   5.22887,  59.68330
   5.23012,  59.67179
   5.23138,  59.66030
   5.23264,  59.64884
   5.23389,  59.63740
   5.23515,  59.62597
   5.23641,  59.61457
   5.23766,  59.60319
   5.23892,  59.59182
   5.24018,  59.58048
   5.24143,  59.56916
   5.24269,  59.55786
   5.24395,  59.54658
   5.24520,  59.53532
   5.24646,  59.52408
   5.24772,  59.51286
   5.24897,  59.50165
   5.25023,  59.49047
   5.25149,  59.47931
   5.25274,  59.46817
   5.25400,  59.45704
   5.25526,  59.44594
   5.25651,  59.43486
   5.25777,  59.42379
   5.25903,  59.41275
   5.26028,  59.40172
   5.26154,  59.39071
   5.26280,  59.37972
   5.26405,  59.36875
   5.26531,  59.35780
   5.26657,  59.34687
   5.26782,  59.33596
   5.26908,  59.32507
   5.27034,  59.31419
   5.27159,  59.30333
   5.27285,  59.29250
   5.27411,  59.28168
   5.27536,  59.27087
   5.27662,  59.26009
   5.27788,  59.24933
   5.27913,  59.23858
   5.28039,  59.22785
   5.28165,  59.21714
   5.28290,  59.20645
   5.28416,  59.19578
   5.28542,  59.18512
   5.28667,  59.17448
   5.28793,  59.16386
   5.28919,  59.15326
   5.29044,  59.14267
   5.29170,  59.13211
   5.29296,  59.12156
   5.29421,  59.11102
   5.29547,  59.10051
   5.29673,  59.09001
   5.29798,  59.07953
   5.29924,  59.06907
   5.30050,  59.05862
   5.30175,  59.04819
   5.30301,  59.03778
   5.30427,  59.02739
   5.30552,  59.01701
   5.30678,  59.00665
   5.30804,  58.99631
   5.30929,  58.98598
   5.31055,  58.97567
   5.31181,  58.96538
   5.31306,  58.95510
   5.31432,  58.94484
   5.31557,  58.93460
   5.31683,  58.92437
   5.31809,  58.91416
   5.31934,  58.90397
   5.32060,  58.89379
   5.32186,  58.88363
   5.32311,  58.87349
   5.32437,  58.86336
   5.32563,  58.85324
   5.32688,  58.84315
   5.32814,  58.83307
   5.32940,  58.82300
   5.33065,  58.81296
   5.33191,  58.80292
   5.33317,  58.79291
   5.33442,  58.78291
   5.33568,  58.77292
   5.33694,  58.76295
   5.33819,  58.75300
   5.33945,  58.74306
   5.34071,  58.73314
   5.34196,  58.72323
   5.34322,  58.71334
   5.34448,  58.70347
   5.34573,  58.69361
   5.34699,  58.68376
   5.34825,  58.67393
   5.34950,  58.66412
   5.35076,  58.65432
   5.35202,  58.64453
   5.35327,  58.63476
   5.35453,  58.62501
   5.35579,  58.61527
   5.35704,  58.60555
   5.35830,  58.59584
   5.35956,  58.58614
   5.36081,  58.57646
   5.36207,  58.56680
   5.36333,  58.55715
   5.36458,  58.54751
   5.36584,  58.53789
   5.36710,  58.52829
   5.36835,  58.51870
   5.36961,  58.50912
   5.37087,  58.49956
   5.37212,  58.49001
   5.37338,  58.48048
   5.37464,  58.47096
   5.37589,  58.46145
   5.37715,  58.45196
   5.37841,  58.44248
   5.37966,  58.43302
   5.38092,  58.42357
   5.38218,  58.41414
   5.38343,  58.40472
   5.38469,  58.39532
   5.38595,  58.38592
   5.38720,  58.37655
   5.38846,  58.36718
   5.38972,  58.35783
   5.39097,  58.34850
   5.39223,  58.33917
   5.39349,  58.32986
   5.39474,  58.32057
   5.39600,  58.31129
   5.39726,  58.30202
   5.39851,  58.29277
   5.39977,  58.28353
   5.40103,  58.27430
   5.40228,  58.26508
   5.40354,  58.25588
   5.40480,  58.24670
   5.40605,  58.23752
   5.40731,  58.22836
   5.40857,  58.21922
   5.40982,  58.21008
   5.41108,  58.20096
   5.41234,  58.19186
   5.41359,  58.18276
   5.41485,  58.17368
   5.41611,  58.16461
   5.41736,  58.15556
   5.41862,  58.14652
   5.41988,  58.13749
   5.42113,  58.12847
   5.42239,  58.11947
   5.42365,  58.11048
   5.42490,  58.10150
   5.42616,  58.09254
   5.42742,  58.08358
   5.42867,  58.07465
   5.42993,  58.06572
   5.43119,  58.05680
   5.43244,  58.04790
   5.43370,  58.03901
   5.43496,  58.03014
   5.43621,  58.02127
   5.43747,  58.01242
   5.43873,  58.00358
   5.43998,  57.99476
   5.44124,  57.98594
   5.44250,  57.97714
   5.44375,  57.96835
   5.44501,  57.95958
   5.44627,  57.95081
   5.44752,  57.94206
   5.44878,  57.93332
   5.45004,  57.92459
   5.45129,  57.91587
   5.45255,  57.90717
   5.45380,  57.89848
   5.45506,  57.88980
   5.45632,  57.88113
   5.45757,  57.87247
   5.45883,  57.86383
   5.46009,  57.85519
   5.46134,  57.84657
   5.46260,  57.83796
   5.46386,  57.82937
   5.46511,  57.82078
   5.46637,  57.81221
   5.46763,  57.80365
   5.46888,  57.79510
   5.47014,  57.78656
   5.47140,  57.77803
   5.47265,  57.76951
   5.47391,  57.76101
   5.47517,  57.75252
   5.47642,  57.74404
   5.47768,  57.73557
   5.47894,  57.72711
   5.48019,  57.71866
   5.48145,  57.71023
   5.48271,  57.70180
   5.48396,  57.69339
   5.48522,  57.68499
   5.48648,  57.67660
   5.48773,  57.66822
   5.48899,  57.65985
   5.49025,  57.65149
   5.49150,  57.64315
   5.49276,  57.63481
   5.49402,  57.62649
   5.49527,  57.61818
   5.49653,  57.60988
   5.49779,  57.60159
   5.49904,  57.59331
   5.50030,  57.58504
   5.50156,  57.57678
   5.50281,  57.56853
   5.50407,  57.56030
   5.50533,  57.55207
   5.50658,  57.54386
   5.50784,  57.53566
   5.50910,  57.52746
   5.51035,  57.51928
   5.51161,  57.51111
   5.51287,  57.50295
   5.51412,  57.49480
   5.51538,  57.48666
   5.51664,  57.47853
   5.51789,  57.47041
   5.51915,  57.46230
   5.52041,  57.45421
   5.52166,  57.44612
   5.52292,  57.43804
   5.52418,  57.42998
   5.52543,  57.42192
   5.52669,  57.41388
   5.52795,  57.40584
   5.52920,  57.39782
   5.53046,  57.38980
   5.53172,  57.38180
   5.53297,  57.37381
   5.53423,  57.36582
   5.53549,  57.35785
   5.53674,  57.34989
   5.53800,  57.34193
   5.53926,  57.33399
   5.54051,  57.32606
   5.54177,  57.31813
   5.54303,  57.31022
   5.54428,  57.30232
   5.54554,  57.29443
   5.54680,  57.28654
   5.54805,  57.27867
   5.54931,  57.27081
   5.55057,  57.26296
   5.55182,  57.25511
   5.55308,  57.24728
   5.55434,  57.23946
   5.55559,  57.23164
   5.55685,  57.22384
   5.55811,  57.21604
   5.55936,  57.20826
   5.56062,  57.20049
   5.56188,  57.19272
   5.56313,  57.18497
   5.56439,  57.17722
   5.56565,  57.16948
   5.56690,  57.16176
   5.56816,  57.15404
   5.56942,  57.14633
   5.57067,  57.13864
   5.57193,  57.13095
   5.57319,  57.12327
   5.57444,  57.11560
   5.57570,  57.10794
   5.57696,  57.10029
   5.57821,  57.09265
   5.57947,  57.08502
   5.58073,  57.07740
   5.58198,  57.06978
   5.58324,  57.06218
   5.58450,  57.05458
   5.58575,  57.04700
   5.58701,  57.03942
   5.58827,  57.03186
   5.58952,  57.02430
   5.59078,  57.01675
   5.59204,  57.00921
   5.59329,  57.00168
   5.59455,  56.99416
   5.59580,  56.98665
   5.59706,  56.97915
   5.59832,  56.97165
   5.59957,  56.96417
   5.60083,  56.95669
   5.60209,  56.94923
   5.60334,  56.94177
   5.60460,  56.93432
   5.60586,  56.92688
   5.60711,  56.91945
   5.60837,  56.91203
   5.60963,  56.90462
   5.61088,  56.89721
   5.61214,  56.88982
   5.61340,  56.88243
   5.61465,  56.87505
   5.61591,  56.86768
   5.61717,  56.86032
   5.61842,  56.85297
   5.61968,  56.84563
   5.62094,  56.83830
   5.62219,  56.83097
   5.62345,  56.82365
   5.62471,  56.81635
   5.62596,  56.80905
   5.62722,  56.80176
   5.62848,  56.79447
   5.62973,  56.78720
   5.63099,  56.77993
   5.63225,  56.77268
   5.63350,  56.76543
   5.63476,  56.75819
   5.63602,  56.75096
   5.63727,  56.74374
   5.63853,  56.73652
   5.63979,  56.72932
   5.64104,  56.72212
   5.64230,  56.71493
   5.64356,  56.70775
   5.64481,  56.70058
   5.64607,  56.69341
   5.64733,  56.68626
   5.64858,  56.67911
   5.64984,  56.67197
   5.65110,  56.66484
   5.65235,  56.65772
   5.65361,  56.65060
   5.65487,  56.64349
   5.65612,  56.63640
   5.65738,  56.62931
   5.65864,  56.62222
   5.65989,  56.61515
   5.66115,  56.60808
   5.66241,  56.60103
   5.66366,  56.59398
   5.66492,  56.58694
   5.66618,  56.57990
   5.66743,  56.57288
   5.66869,  56.56586
   5.66995,  56.55885
   5.67120,  56.55185
   5.67246,  56.54485
   5.67372,  56.53787
   5.67497,  56.53089
   5.67623,  56.52392
   5.67749,  56.51696
   5.67874,  56.51000
   5.68000,  56.50306
   5.68126,  56.49612
   5.68251,  56.48919
   5.68377,  56.48227
   5.68503,  56.47535
   5.68628,  56.46844
   5.68754,  56.46154
   5.68880,  56.45465
   5.69005,  56.44777
   5.69131,  56.44089
   5.69257,  56.43402
   5.69382,  56.42716
   5.69508,  56.42031
   5.69634,  56.41346
   5.69759,  56.40662
   5.69885,  56.39979
   5.70011,  56.39297
   5.70136,  56.38615
   5.70262,  56.37935
   5.70388,  56.37255
   5.70513,  56.36575
   5.70639,  56.35897
   5.70765,  56.35219
   5.70890,  56.34542
   5.71016,  56.33866
   5.71142,  56.33190
   5.71267,  56.32515
   5.71393,  56.31841
   5.71519,  56.31168
   5.71644,  56.30495
   5.71770,  56.29823
   5.71896,  56.29152
   5.72021,  56.28482
   5.72147,  56.27812
   5.72273,  56.27143
   5.72398,  56.26475
   5.72524,  56.25808
   5.72650,  56.25141
   5.72775,  56.24475
   5.72901,  56.23810
   5.73027,  56.23145
   5.73152,  56.22481
   5.73278,  56.21818
   5.73404,  56.21156
   5.73529,  56.20494
   5.73655,  56.19833
   5.73780,  56.19173
   5.73906,  56.18513
   5.74032,  56.17854
   5.74157,  56.17196
   5.74283,  56.16539
   5.74409,  56.15882
   5.74534,  56.15226
   5.74660,  56.14571
   5.74786,  56.13916
   5.74911,  56.13262
   5.75037,  56.12609
   5.75163,  56.11956
   5.75288,  56.11305
   5.75414,  56.10653
   5.75540,  56.10003
   5.75665,  56.09353
   5.75791,  56.08704
   5.75917,  56.08056
   5.76042,  56.07408
   5.76168,  56.06761
   5.76294,  56.06115
   5.76419,  56.05469
   5.76545,  56.04824
   5.76671,  56.04180
   5.76796,  56.03536
   5.76922,  56.02894
   5.77048,  56.02251
   5.77173,  56.01610
   5.77299,  56.00969
   5.77425,  56.00329
   5.77550,  55.99689
   5.77676,  55.99050
   5.77802,  55.98412
   5.77927,  55.97775
   5.78053,  55.97138
   5.78179,  55.96501
   5.78304,  55.95866
   5.78430,  55.95231
   5.78556,  55.94597
   5.78681,  55.93963
   5.78807,  55.93330
   5.78933,  55.92698
   5.79058,  55.92067
   5.79184,  55.91436
   5.79310,  55.90805
   5.79435,  55.90176
   5.79561,  55.89547
   5.79687,  55.88918
   5.79812,  55.88291
   5.79938,  55.87664
   5.80064,  55.87037
   5.80189,  55.86412
   5.80315,  55.85787
   5.80441,  55.85162
   5.80566,  55.84538
   5.80692,  55.83915
   5.80818,  55.83293
   5.80943,  55.82671
   5.81069,  55.82049
   5.81195,  55.81429
   5.81320,  55.80809
   5.81446,  55.80189
   5.81572,  55.79571
   5.81697,  55.78953
   5.81823,  55.78335
   5.81949,  55.77718
   5.82074,  55.77102
   5.82200,  55.76487
   5.82326,  55.75872
   5.82451,  55.75257
   5.82577,  55.74644
   5.82703,  55.74030
   5.82828,  55.73418
   5.82954,  55.72806
   5.83080,  55.72195
   5.83205,  55.71584
   5.83331,  55.70974
   5.83457,  55.70365
   5.83582,  55.69756
   5.83708,  55.69148
   5.83834,  55.68540
   5.83959,  55.67933
   5.84085,  55.67327
   5.84211,  55.66721
   5.84336,  55.66116
   5.84462,  55.65512
   5.84588,  55.64908
