Time of Day (radians), Surface Temperature (K)
   1.45519,  50.20201
   1.45644,  50.19973
   1.45770,  50.19745
   1.45896,  50.19517
   1.46021,  50.19289
   1.46147,  50.19061
   1.46273,  50.18834
   1.46398,  50.18606
   1.46524,  50.18379
   1.46650,  50.18152
   1.46775,  50.17924
   1.46901,  50.17697
   1.47027,  50.17470
   1.47152,  50.17243
   1.47278,  50.17017
   1.47404,  50.16790
   1.47529,  50.16563
   1.47655,  50.16337
   1.47781,  50.16110
   1.47906,  50.15884
   1.48032,  50.15658
   1.48158,  50.15432
   1.48283,  50.15206
   1.48409,  50.14980
   1.48535,  50.14754
   1.48660,  50.14528
   1.48786,  50.14303
   1.48911,  50.14077
   1.49037,  50.13852
   1.49163,  50.13626
   1.49288,  50.13401
   1.49414,  50.13176
   1.49540,  50.12951
   1.49665,  50.12726
   1.49791,  50.12501
   1.49917,  50.12277
   1.50042,  50.12052
   1.50168,  50.11828
   1.50294,  50.11603
   1.50419,  50.11379
   1.50545,  50.11155
   1.50671,  50.10930
   1.50796,  50.10706
   1.50922,  50.10482
   1.51048,  50.10259
   1.51173,  50.10035
   1.51299,  50.09811
   1.51425,  50.09588
   1.51550,  50.09364
   1.51676,  50.09141
   1.51802,  50.08918
   1.51927,  50.08695
   1.52053,  50.08472
   1.52179,  50.08249
   1.52304,  50.08026
   1.52430,  50.07803
   1.52556,  50.07580
   1.52681,  50.07358
   1.52807,  50.07135
   1.52933,  50.06913
   1.53058,  50.06691
   1.53184,  50.06468
   1.53310,  50.06246
   1.53435,  50.06024
   1.53561,  50.05802
   1.53687,  50.05581
   1.53812,  50.05359
   1.53938,  50.05137
   1.54064,  50.04916
   1.54189,  50.04694
   1.54315,  50.04473
   1.54441,  50.04252
   1.54566,  50.04031
   1.54692,  50.03810
   1.54818,  50.03589
   1.54943,  50.03368
   1.55069,  50.03147
   1.55195,  50.02927
   1.55320,  50.02706
   1.55446,  50.02486
   1.55572,  50.02265
   1.55697,  50.02045
   1.55823,  50.01825
   1.55949,  50.01605
   1.56074,  50.01385
   1.56200,  50.01165
   1.56326,  50.00945
   1.56451,  50.00725
   1.56577,  50.00506
   1.56703,  50.00286
   1.56828,  50.00067
   1.56954,  49.99848
   1.57080,  49.99628
   1.57205,  49.99900
   1.57331,  50.00628
   1.57457,  50.01778
   1.57582,  50.03322
   1.57708,  50.05233
   1.57834,  50.07487
   1.57959,  50.10063
   1.58085,  50.12942
   1.58211,  50.16104
   1.58336,  50.19535
   1.58462,  50.23218
   1.58588,  50.27141
   1.58713,  50.31292
   1.58839,  50.35659
   1.58965,  50.40231
   1.59090,  50.44999
   1.59216,  50.49955
   1.59342,  50.55090
   1.59467,  50.60396
   1.59593,  50.65868
   1.59719,  50.71497
   1.59844,  50.77279
   1.59970,  50.83207
   1.60096,  50.89277
   1.60221,  50.95484
   1.60347,  51.01823
   1.60473,  51.08290
   1.60598,  51.14880
   1.60724,  51.21591
   1.60850,  51.28417
   1.60975,  51.35358
   1.61101,  51.42407
   1.61227,  51.49564
   1.61352,  51.56825
   1.61478,  51.64187
   1.61604,  51.71648
   1.61729,  51.79204
   1.61855,  51.86855
   1.61981,  51.94597
   1.62106,  52.02428
   1.62232,  52.10346
   1.62358,  52.18350
   1.62483,  52.26437
   1.62609,  52.34605
   1.62735,  52.42852
   1.62860,  52.51177
   1.62986,  52.59579
   1.63111,  52.68055
   1.63237,  52.76603
   1.63363,  52.85223
   1.63488,  52.93913
   1.63614,  53.02671
   1.63740,  53.11496
   1.63865,  53.20386
   1.63991,  53.29341
   1.64117,  53.38358
   1.64242,  53.47437
   1.64368,  53.56577
   1.64494,  53.65775
   1.64619,  53.75032
   1.64745,  53.84345
   1.64871,  53.93714
   1.64996,  54.03138
   1.65122,  54.12614
   1.65248,  54.22144
   1.65373,  54.31724
   1.65499,  54.41355
   1.65625,  54.51035
   1.65750,  54.60763
   1.65876,  54.70538
   1.66002,  54.80360
   1.66127,  54.90227
   1.66253,  55.00138
   1.66379,  55.10093
   1.66504,  55.20090
   1.66630,  55.30129
   1.66756,  55.40209
   1.66881,  55.50329
   1.67007,  55.60488
   1.67133,  55.70685
   1.67258,  55.80919
   1.67384,  55.91190
   1.67510,  56.01497
   1.67635,  56.11839
   1.67761,  56.22215
   1.67887,  56.32625
   1.68012,  56.43067
   1.68138,  56.53541
   1.68264,  56.64047
   1.68389,  56.74583
   1.68515,  56.85148
   1.68641,  56.95743
   1.68766,  57.06366
   1.68892,  57.17016
   1.69018,  57.27693
   1.69143,  57.38397
   1.69269,  57.49126
   1.69395,  57.59880
   1.69520,  57.70658
   1.69646,  57.81460
   1.69772,  57.92285
   1.69897,  58.03132
   1.70023,  58.14001
   1.70149,  58.24890
   1.70274,  58.35800
   1.70400,  58.46730
   1.70526,  58.57679
   1.70651,  58.68647
   1.70777,  58.79633
   1.70903,  58.90636
   1.71028,  59.01656
   1.71154,  59.12692
   1.71280,  59.23744
   1.71405,  59.34811
   1.71531,  59.45893
   1.71657,  59.56989
   1.71782,  59.68098
   1.71908,  59.79220
   1.72034,  59.90355
   1.72159,  60.01502
   1.72285,  60.12660
   1.72411,  60.23828
   1.72536,  60.35008
   1.72662,  60.46197
   1.72788,  60.57395
   1.72913,  60.68602
   1.73039,  60.79818
   1.73165,  60.91042
   1.73290,  61.02273
   1.73416,  61.13511
   1.73542,  61.24755
   1.73667,  61.36006
   1.73793,  61.47262
   1.73919,  61.58523
   1.74044,  61.69789
   1.74170,  61.81059
   1.74296,  61.92333
   1.74421,  62.03610
   1.74547,  62.14890
   1.74673,  62.26173
   1.74798,  62.37457
   1.74924,  62.48744
   1.75050,  62.60032
   1.75175,  62.71320
   1.75301,  62.82609
   1.75427,  62.93898
   1.75552,  63.05187
   1.75678,  63.16475
   1.75804,  63.27762
   1.75929,  63.39048
   1.76055,  63.50332
   1.76181,  63.61613
   1.76306,  63.72892
   1.76432,  63.84168
   1.76558,  63.95441
   1.76683,  64.06710
   1.76809,  64.17976
   1.76935,  64.29236
   1.77060,  64.40493
   1.77186,  64.51744
   1.77311,  64.62990
   1.77437,  64.74230
   1.77563,  64.85465
   1.77688,  64.96693
   1.77814,  65.07914
   1.77940,  65.19129
   1.78065,  65.30337
   1.78191,  65.41537
   1.78317,  65.52729
   1.78442,  65.63913
   1.78568,  65.75089
   1.78694,  65.86256
   1.78819,  65.97414
   1.78945,  66.08563
   1.79071,  66.19703
   1.79196,  66.30833
   1.79322,  66.41953
   1.79448,  66.53062
   1.79573,  66.64161
   1.79699,  66.75250
   1.79825,  66.86327
   1.79950,  66.97393
   1.80076,  67.08448
   1.80202,  67.19491
   1.80327,  67.30521
   1.80453,  67.41540
   1.80579,  67.52546
   1.80704,  67.63540
   1.80830,  67.74521
   1.80956,  67.85488
   1.81081,  67.96443
   1.81207,  68.07384
   1.81333,  68.18311
   1.81458,  68.29224
   1.81584,  68.40123
   1.81710,  68.51008
   1.81835,  68.61878
   1.81961,  68.72734
   1.82087,  68.83575
   1.82212,  68.94400
   1.82338,  69.05211
   1.82464,  69.16006
   1.82589,  69.26786
   1.82715,  69.37549
   1.82841,  69.48297
   1.82966,  69.59029
   1.83092,  69.69745
   1.83218,  69.80444
   1.83343,  69.91127
   1.83469,  70.01793
   1.83595,  70.12442
   1.83720,  70.23074
   1.83846,  70.33689
   1.83972,  70.44287
   1.84097,  70.54867
   1.84223,  70.65430
   1.84349,  70.75976
   1.84474,  70.86503
   1.84600,  70.97013
   1.84726,  71.07504
   1.84851,  71.17978
   1.84977,  71.28433
   1.85103,  71.38870
   1.85228,  71.49288
   1.85354,  71.59688
   1.85480,  71.70069
   1.85605,  71.80431
   1.85731,  71.90774
   1.85857,  72.01099
   1.85982,  72.11404
   1.86108,  72.21690
   1.86234,  72.31957
   1.86359,  72.42204
   1.86485,  72.52432
   1.86611,  72.62641
   1.86736,  72.72830
   1.86862,  72.82999
   1.86988,  72.93148
   1.87113,  73.03278
   1.87239,  73.13388
   1.87365,  73.23477
   1.87490,  73.33547
   1.87616,  73.43597
   1.87742,  73.53626
   1.87867,  73.63635
   1.87993,  73.73624
   1.88119,  73.83592
   1.88244,  73.93541
   1.88370,  74.03468
   1.88496,  74.13375
   1.88621,  74.23262
   1.88747,  74.33128
   1.88873,  74.42973
   1.88998,  74.52798
   1.89124,  74.62602
   1.89250,  74.72385
   1.89375,  74.82147
   1.89501,  74.91889
   1.89627,  75.01609
   1.89752,  75.11309
   1.89878,  75.20988
   1.90004,  75.30646
   1.90129,  75.40282
   1.90255,  75.49898
   1.90381,  75.59493
   1.90506,  75.69066
   1.90632,  75.78619
   1.90758,  75.88150
   1.90883,  75.97661
   1.91009,  76.07150
   1.91135,  76.16618
   1.91260,  76.26064
   1.91386,  76.35490
   1.91511,  76.44894
   1.91637,  76.54277
   1.91763,  76.63639
   1.91888,  76.72980
   1.92014,  76.82299
   1.92140,  76.91597
   1.92265,  77.00874
   1.92391,  77.10130
   1.92517,  77.19365
   1.92642,  77.28578
   1.92768,  77.37770
   1.92894,  77.46940
   1.93019,  77.56090
   1.93145,  77.65218
   1.93271,  77.74325
   1.93396,  77.83411
   1.93522,  77.92475
   1.93648,  78.01518
   1.93773,  78.10541
   1.93899,  78.19541
   1.94025,  78.28521
   1.94150,  78.37480
   1.94276,  78.46417
   1.94402,  78.55333
   1.94527,  78.64229
   1.94653,  78.73103
   1.94779,  78.81956
   1.94904,  78.90788
   1.95030,  78.99598
   1.95156,  79.08388
   1.95281,  79.17157
   1.95407,  79.25905
   1.95533,  79.34632
   1.95658,  79.43338
   1.95784,  79.52023
   1.95910,  79.60687
   1.96035,  79.69330
   1.96161,  79.77952
   1.96287,  79.86554
   1.96412,  79.95135
   1.96538,  80.03695
   1.96664,  80.12234
   1.96789,  80.20753
   1.96915,  80.29251
   1.97041,  80.37728
   1.97166,  80.46185
   1.97292,  80.54621
   1.97418,  80.63036
   1.97543,  80.71431
   1.97669,  80.79806
   1.97795,  80.88160
   1.97920,  80.96494
   1.98046,  81.04807
   1.98172,  81.13100
   1.98297,  81.21373
   1.98423,  81.29625
   1.98549,  81.37857
   1.98674,  81.46069
   1.98800,  81.54261
   1.98926,  81.62433
   1.99051,  81.70584
   1.99177,  81.78716
   1.99303,  81.86827
   1.99428,  81.94919
   1.99554,  82.02990
   1.99680,  82.11042
   1.99805,  82.19074
   1.99931,  82.27086
   2.00057,  82.35078
   2.00182,  82.43051
   2.00308,  82.51004
   2.00434,  82.58937
   2.00559,  82.66851
   2.00685,  82.74745
   2.00811,  82.82620
   2.00936,  82.90475
   2.01062,  82.98311
   2.01188,  83.06127
   2.01313,  83.13924
   2.01439,  83.21702
   2.01565,  83.29460
   2.01690,  83.37199
   2.01816,  83.44919
   2.01942,  83.52620
   2.02067,  83.60302
   2.02193,  83.67965
   2.02319,  83.75609
   2.02444,  83.83234
   2.02570,  83.90840
   2.02696,  83.98427
   2.02821,  84.05996
   2.02947,  84.13545
   2.03073,  84.21076
   2.03198,  84.28589
   2.03324,  84.36082
   2.03450,  84.43558
   2.03575,  84.51014
   2.03701,  84.58452
   2.03827,  84.65872
   2.03952,  84.73273
   2.04078,  84.80656
   2.04204,  84.88021
   2.04329,  84.95368
   2.04455,  85.02696
   2.04581,  85.10006
   2.04706,  85.17298
   2.04832,  85.24572
   2.04958,  85.31828
   2.05083,  85.39066
   2.05209,  85.46286
   2.05335,  85.53489
   2.05460,  85.60673
   2.05586,  85.67840
   2.05711,  85.74989
   2.05837,  85.82120
   2.05963,  85.89234
   2.06088,  85.96330
   2.06214,  86.03409
   2.06340,  86.10470
   2.06465,  86.17514
   2.06591,  86.24540
   2.06717,  86.31549
   2.06842,  86.38541
   2.06968,  86.45515
   2.07094,  86.52473
   2.07219,  86.59413
   2.07345,  86.66336
   2.07471,  86.73242
   2.07596,  86.80131
   2.07722,  86.87003
   2.07848,  86.93858
   2.07973,  87.00697
   2.08099,  87.07518
   2.08225,  87.14323
   2.08350,  87.21111
   2.08476,  87.27882
   2.08602,  87.34637
   2.08727,  87.41375
   2.08853,  87.48097
   2.08979,  87.54802
   2.09104,  87.61491
   2.09230,  87.68163
   2.09356,  87.74819
   2.09481,  87.81459
   2.09607,  87.88082
   2.09733,  87.94690
   2.09858,  88.01281
   2.09984,  88.07856
   2.10110,  88.14415
   2.10235,  88.20958
   2.10361,  88.27484
   2.10487,  88.33995
   2.10612,  88.40491
   2.10738,  88.46970
   2.10864,  88.53433
   2.10989,  88.59881
   2.11115,  88.66313
   2.11241,  88.72730
   2.11366,  88.79131
   2.11492,  88.85516
   2.11618,  88.91886
   2.11743,  88.98240
   2.11869,  89.04579
   2.11995,  89.10902
   2.12120,  89.17210
   2.12246,  89.23503
   2.12372,  89.29781
   2.12497,  89.36043
   2.12623,  89.42291
   2.12749,  89.48523
   2.12874,  89.54740
   2.13000,  89.60942
   2.13126,  89.67129
   2.13251,  89.73301
   2.13377,  89.79458
   2.13503,  89.85600
   2.13628,  89.91728
   2.13754,  89.97841
   2.13880,  90.03939
   2.14005,  90.10022
   2.14131,  90.16091
   2.14257,  90.22145
   2.14382,  90.28184
   2.14508,  90.34209
   2.14634,  90.40220
   2.14759,  90.46216
   2.14885,  90.52198
   2.15011,  90.58165
   2.15136,  90.64118
   2.15262,  90.70057
   2.15388,  90.75982
   2.15513,  90.81892
   2.15639,  90.87788
   2.15765,  90.93670
   2.15890,  90.99539
   2.16016,  91.05393
   2.16142,  91.11233
   2.16267,  91.17059
   2.16393,  91.22871
   2.16519,  91.28670
   2.16644,  91.34454
   2.16770,  91.40225
   2.16896,  91.45982
   2.17021,  91.51725
   2.17147,  91.57455
   2.17273,  91.63171
   2.17398,  91.68874
   2.17524,  91.74563
   2.17650,  91.80238
   2.17775,  91.85900
   2.17901,  91.91549
   2.18027,  91.97184
   2.18152,  92.02806
   2.18278,  92.08414
   2.18404,  92.14009
   2.18529,  92.19591
   2.18655,  92.25160
   2.18781,  92.30716
   2.18906,  92.36258
   2.19032,  92.41788
   2.19158,  92.47304
   2.19283,  92.52807
   2.19409,  92.58298
   2.19535,  92.63775
   2.19660,  92.69240
   2.19786,  92.74691
   2.19911,  92.80130
   2.20037,  92.85556
   2.20163,  92.90969
   2.20288,  92.96370
   2.20414,  93.01758
   2.20540,  93.07133
   2.20665,  93.12495
   2.20791,  93.17845
   2.20917,  93.23183
   2.21042,  93.28508
   2.21168,  93.33820
   2.21294,  93.39120
   2.21419,  93.44408
   2.21545,  93.49683
   2.21671,  93.54946
   2.21796,  93.60196
   2.21922,  93.65434
   2.22048,  93.70660
   2.22173,  93.75874
   2.22299,  93.81076
   2.22425,  93.86265
   2.22550,  93.91443
   2.22676,  93.96608
   2.22802,  94.01761
   2.22927,  94.06903
   2.23053,  94.12032
   2.23179,  94.17149
   2.23304,  94.22255
   2.23430,  94.27348
   2.23556,  94.32430
   2.23681,  94.37500
   2.23807,  94.42558
   2.23933,  94.47605
   2.24058,  94.52639
   2.24184,  94.57662
   2.24310,  94.62674
   2.24435,  94.67673
   2.24561,  94.72661
   2.24687,  94.77638
   2.24812,  94.82603
   2.24938,  94.87556
   2.25064,  94.92498
   2.25189,  94.97429
   2.25315,  95.02348
   2.25441,  95.07256
   2.25566,  95.12153
   2.25692,  95.17038
   2.25818,  95.21912
   2.25943,  95.26774
   2.26069,  95.31626
   2.26195,  95.36466
   2.26320,  95.41295
   2.26446,  95.46113
   2.26572,  95.50919
   2.26697,  95.55715
   2.26823,  95.60500
   2.26949,  95.65273
   2.27074,  95.70036
   2.27200,  95.74787
   2.27326,  95.79528
   2.27451,  95.84258
   2.27577,  95.88977
   2.27703,  95.93685
   2.27828,  95.98382
   2.27954,  96.03068
   2.28080,  96.07744
   2.28205,  96.12409
   2.28331,  96.17063
   2.28457,  96.21706
   2.28582,  96.26339
   2.28708,  96.30961
   2.28834,  96.35573
   2.28959,  96.40174
   2.29085,  96.44764
   2.29211,  96.49344
   2.29336,  96.53914
   2.29462,  96.58473
   2.29588,  96.63021
   2.29713,  96.67559
   2.29839,  96.72087
   2.29965,  96.76604
   2.30090,  96.81111
   2.30216,  96.85607
   2.30342,  96.90094
   2.30467,  96.94570
   2.30593,  96.99036
   2.30719,  97.03491
   2.30844,  97.07936
   2.30970,  97.12372
   2.31096,  97.16797
   2.31221,  97.21212
   2.31347,  97.25616
   2.31473,  97.30011
   2.31598,  97.34396
   2.31724,  97.38771
   2.31850,  97.43135
   2.31975,  97.47490
   2.32101,  97.51835
   2.32227,  97.56170
   2.32352,  97.60495
   2.32478,  97.64810
   2.32604,  97.69115
   2.32729,  97.73410
   2.32855,  97.77696
   2.32981,  97.81972
   2.33106,  97.86238
   2.33232,  97.90494
   2.33358,  97.94740
   2.33483,  97.98977
   2.33609,  98.03205
   2.33734,  98.07422
   2.33860,  98.11630
   2.33986,  98.15828
   2.34111,  98.20017
   2.34237,  98.24196
   2.34363,  98.28366
   2.34488,  98.32526
   2.34614,  98.36677
   2.34740,  98.40818
   2.34865,  98.44950
   2.34991,  98.49072
   2.35117,  98.53185
   2.35242,  98.57288
   2.35368,  98.61383
   2.35494,  98.65467
   2.35619,  98.69543
   2.35745,  98.73609
   2.35871,  98.77666
   2.35996,  98.81714
   2.36122,  98.85752
   2.36248,  98.89781
   2.36373,  98.93801
   2.36499,  98.97812
   2.36625,  99.01814
   2.36750,  99.05807
   2.36876,  99.09790
   2.37002,  99.13764
   2.37127,  99.17730
   2.37253,  99.21686
   2.37379,  99.25633
   2.37504,  99.29572
   2.37630,  99.33501
   2.37756,  99.37421
   2.37881,  99.41332
   2.38007,  99.45235
   2.38133,  99.49128
   2.38258,  99.53013
   2.38384,  99.56888
   2.38510,  99.60755
   2.38635,  99.64613
   2.38761,  99.68462
   2.38887,  99.72303
   2.39012,  99.76135
   2.39138,  99.79957
   2.39264,  99.83771
   2.39389,  99.87577
   2.39515,  99.91374
   2.39641,  99.95162
   2.39766,  99.98941
   2.39892, 100.02712
   2.40018, 100.06474
   2.40143, 100.10227
   2.40269, 100.13972
   2.40395, 100.17708
   2.40520, 100.21436
   2.40646, 100.25155
   2.40772, 100.28866
   2.40897, 100.32568
   2.41023, 100.36262
   2.41149, 100.39947
   2.41274, 100.43624
   2.41400, 100.47292
   2.41526, 100.50952
   2.41651, 100.54603
   2.41777, 100.58246
   2.41903, 100.61881
   2.42028, 100.65508
   2.42154, 100.69126
   2.42280, 100.72735
   2.42405, 100.76337
   2.42531, 100.79930
   2.42657, 100.83515
   2.42782, 100.87092
   2.42908, 100.90660
   2.43034, 100.94220
   2.43159, 100.97772
   2.43285, 101.01316
   2.43411, 101.04852
   2.43536, 101.08379
   2.43662, 101.11899
   2.43788, 101.15410
   2.43913, 101.18913
   2.44039, 101.22408
   2.44165, 101.25895
   2.44290, 101.29374
   2.44416, 101.32845
   2.44542, 101.36308
   2.44667, 101.39763
   2.44793, 101.43210
   2.44919, 101.46649
   2.45044, 101.50080
   2.45170, 101.53503
   2.45296, 101.56918
   2.45421, 101.60325
   2.45547, 101.63724
   2.45673, 101.67116
   2.45798, 101.70499
   2.45924, 101.73875
   2.46050, 101.77243
   2.46175, 101.80603
   2.46301, 101.83955
   2.46427, 101.87299
   2.46552, 101.90636
   2.46678, 101.93965
   2.46804, 101.97286
   2.46929, 102.00599
   2.47055, 102.03905
   2.47181, 102.07203
   2.47306, 102.10493
   2.47432, 102.13776
   2.47558, 102.17050
   2.47683, 102.20318
   2.47809, 102.23577
   2.47934, 102.26829
   2.48060, 102.30073
   2.48186, 102.33310
   2.48311, 102.36539
   2.48437, 102.39761
   2.48563, 102.42975
   2.48688, 102.46181
   2.48814, 102.49380
   2.48940, 102.52572
   2.49065, 102.55756
   2.49191, 102.58932
   2.49317, 102.62101
   2.49442, 102.65263
   2.49568, 102.68417
   2.49694, 102.71563
   2.49819, 102.74703
   2.49945, 102.77834
   2.50071, 102.80959
   2.50196, 102.84076
   2.50322, 102.87185
   2.50448, 102.90288
   2.50573, 102.93383
   2.50699, 102.96470
   2.50825, 102.99551
   2.50950, 103.02624
   2.51076, 103.05689
   2.51202, 103.08748
   2.51327, 103.11799
   2.51453, 103.14843
   2.51579, 103.17879
   2.51704, 103.20909
   2.51830, 103.23931
   2.51956, 103.26946
   2.52081, 103.29953
   2.52207, 103.32954
   2.52333, 103.35947
   2.52458, 103.38934
   2.52584, 103.41913
   2.52710, 103.44885
   2.52835, 103.47850
   2.52961, 103.50807
   2.53087, 103.53758
   2.53212, 103.56701
   2.53338, 103.59638
   2.53464, 103.62567
   2.53589, 103.65490
   2.53715, 103.68405
   2.53841, 103.71313
   2.53966, 103.74214
   2.54092, 103.77108
   2.54218, 103.79996
   2.54343, 103.82876
   2.54469, 103.85749
   2.54595, 103.88615
   2.54720, 103.91475
   2.54846, 103.94327
   2.54972, 103.97173
   2.55097, 104.00011
   2.55223, 104.02843
   2.55349, 104.05667
   2.55474, 104.08485
   2.55600, 104.11296
   2.55726, 104.14100
   2.55851, 104.16898
   2.55977, 104.19688
   2.56103, 104.22472
   2.56228, 104.25248
   2.56354, 104.28018
   2.56480, 104.30781
   2.56605, 104.33538
   2.56731, 104.36287
   2.56857, 104.39030
   2.56982, 104.41766
   2.57108, 104.44495
   2.57234, 104.47218
   2.57359, 104.49933
   2.57485, 104.52643
   2.57611, 104.55345
   2.57736, 104.58041
   2.57862, 104.60729
   2.57988, 104.63412
   2.58113, 104.66087
   2.58239, 104.68756
   2.58365, 104.71419
   2.58490, 104.74074
   2.58616, 104.76723
   2.58742, 104.79366
   2.58867, 104.82001
   2.58993, 104.84631
   2.59119, 104.87253
   2.59244, 104.89869
   2.59370, 104.92479
   2.59496, 104.95082
   2.59621, 104.97678
   2.59747, 105.00268
   2.59873, 105.02851
   2.59998, 105.05428
   2.60124, 105.07998
   2.60250, 105.10562
   2.60375, 105.13119
   2.60501, 105.15669
   2.60627, 105.18214
   2.60752, 105.20751
   2.60878, 105.23283
   2.61004, 105.25807
   2.61129, 105.28326
   2.61255, 105.30838
   2.61381, 105.33343
   2.61506, 105.35842
   2.61632, 105.38335
   2.61758, 105.40821
   2.61883, 105.43301
   2.62009, 105.45775
   2.62134, 105.48242
   2.62260, 105.50703
   2.62386, 105.53157
   2.62511, 105.55605
   2.62637, 105.58047
   2.62763, 105.60483
   2.62888, 105.62912
   2.63014, 105.65334
   2.63140, 105.67751
   2.63265, 105.70161
   2.63391, 105.72565
   2.63517, 105.74963
   2.63642, 105.77354
   2.63768, 105.79739
   2.63894, 105.82118
   2.64019, 105.84491
   2.64145, 105.86857
   2.64271, 105.89217
   2.64396, 105.91571
   2.64522, 105.93919
   2.64648, 105.96260
   2.64773, 105.98595
   2.64899, 106.00924
   2.65025, 106.03247
   2.65150, 106.05564
   2.65276, 106.07875
   2.65402, 106.10179
   2.65527, 106.12477
   2.65653, 106.14769
   2.65779, 106.17055
   2.65904, 106.19335
   2.66030, 106.21609
   2.66156, 106.23877
   2.66281, 106.26138
   2.66407, 106.28394
   2.66533, 106.30643
   2.66658, 106.32886
   2.66784, 106.35123
   2.66910, 106.37354
   2.67035, 106.39579
   2.67161, 106.41799
   2.67287, 106.44011
   2.67412, 106.46218
   2.67538, 106.48419
   2.67664, 106.50614
   2.67789, 106.52803
   2.67915, 106.54986
   2.68041, 106.57163
   2.68166, 106.59334
   2.68292, 106.61498
   2.68418, 106.63657
   2.68543, 106.65810
   2.68669, 106.67957
   2.68795, 106.70098
   2.68920, 106.72233
   2.69046, 106.74362
   2.69172, 106.76486
   2.69297, 106.78603
   2.69423, 106.80714
   2.69549, 106.82820
   2.69674, 106.84919
   2.69800, 106.87013
   2.69926, 106.89100
   2.70051, 106.91182
   2.70177, 106.93258
   2.70303, 106.95328
   2.70428, 106.97392
   2.70554, 106.99451
   2.70680, 107.01503
   2.70805, 107.03550
   2.70931, 107.05591
   2.71057, 107.07625
   2.71182, 107.09655
   2.71308, 107.11678
   2.71434, 107.13695
   2.71559, 107.15707
   2.71685, 107.17713
   2.71811, 107.19713
   2.71936, 107.21707
   2.72062, 107.23696
   2.72188, 107.25678
   2.72313, 107.27655
   2.72439, 107.29627
   2.72565, 107.31592
   2.72690, 107.33552
   2.72816, 107.35506
   2.72942, 107.37454
   2.73067, 107.39396
   2.73193, 107.41333
   2.73319, 107.43264
   2.73444, 107.45189
   2.73570, 107.47109
   2.73696, 107.49023
   2.73821, 107.50931
   2.73947, 107.52833
   2.74073, 107.54730
   2.74198, 107.56621
   2.74324, 107.58507
   2.74450, 107.60387
   2.74575, 107.62261
   2.74701, 107.64129
   2.74827, 107.65992
   2.74952, 107.67849
   2.75078, 107.69701
   2.75204, 107.71547
   2.75329, 107.73387
   2.75455, 107.75222
   2.75581, 107.77051
   2.75706, 107.78874
   2.75832, 107.80692
   2.75958, 107.82504
   2.76083, 107.84311
   2.76209, 107.86112
   2.76334, 107.87907
   2.76460, 107.89697
   2.76586, 107.91481
   2.76711, 107.93260
   2.76837, 107.95033
   2.76963, 107.96801
   2.77088, 107.98563
   2.77214, 108.00320
   2.77340, 108.02071
   2.77465, 108.03816
   2.77591, 108.05556
   2.77717, 108.07290
   2.77842, 108.09019
   2.77968, 108.10743
   2.78094, 108.12461
   2.78219, 108.14173
   2.78345, 108.15880
   2.78471, 108.17581
   2.78596, 108.19277
   2.78722, 108.20968
   2.78848, 108.22653
   2.78973, 108.24332
   2.79099, 108.26006
   2.79225, 108.27675
   2.79350, 108.29338
   2.79476, 108.30996
   2.79602, 108.32648
   2.79727, 108.34295
   2.79853, 108.35936
   2.79979, 108.37572
   2.80104, 108.39202
   2.80230, 108.40827
   2.80356, 108.42447
   2.80481, 108.44061
   2.80607, 108.45670
   2.80733, 108.47273
   2.80858, 108.48871
   2.80984, 108.50464
   2.81110, 108.52051
   2.81235, 108.53633
   2.81361, 108.55210
   2.81487, 108.56781
   2.81612, 108.58347
   2.81738, 108.59907
   2.81864, 108.61462
   2.81989, 108.63012
   2.82115, 108.64556
   2.82241, 108.66095
   2.82366, 108.67629
   2.82492, 108.69157
   2.82618, 108.70680
   2.82743, 108.72198
   2.82869, 108.73710
   2.82995, 108.75217
   2.83120, 108.76719
   2.83246, 108.78215
   2.83372, 108.79706
   2.83497, 108.81192
   2.83623, 108.82672
   2.83749, 108.84148
   2.83874, 108.85618
   2.84000, 108.87082
   2.84126, 108.88541
   2.84251, 108.89996
   2.84377, 108.91444
   2.84503, 108.92888
   2.84628, 108.94326
   2.84754, 108.95759
   2.84880, 108.97187
   2.85005, 108.98610
   2.85131, 109.00027
   2.85257, 109.01439
   2.85382, 109.02846
   2.85508, 109.04247
   2.85634, 109.05644
   2.85759, 109.07035
   2.85885, 109.08421
   2.86011, 109.09801
   2.86136, 109.11177
   2.86262, 109.12547
   2.86388, 109.13912
   2.86513, 109.15272
   2.86639, 109.16627
   2.86765, 109.17976
   2.86890, 109.19320
   2.87016, 109.20659
   2.87142, 109.21993
   2.87267, 109.23322
   2.87393, 109.24646
   2.87519, 109.25964
   2.87644, 109.27277
   2.87770, 109.28585
   2.87896, 109.29888
   2.88021, 109.31186
   2.88147, 109.32479
   2.88273, 109.33766
   2.88398, 109.35048
   2.88524, 109.36326
   2.88650, 109.37598
   2.88775, 109.38865
   2.88901, 109.40126
   2.89027, 109.41383
   2.89152, 109.42635
   2.89278, 109.43881
   2.89404, 109.45122
   2.89529, 109.46359
   2.89655, 109.47590
   2.89781, 109.48816
   2.89906, 109.50037
   2.90032, 109.51253
   2.90158, 109.52463
   2.90283, 109.53669
   2.90409, 109.54869
   2.90534, 109.56065
   2.90660, 109.57255
   2.90786, 109.58441
   2.90911, 109.59621
   2.91037, 109.60796
   2.91163, 109.61966
   2.91288, 109.63131
   2.91414, 109.64291
   2.91540, 109.65446
   2.91665, 109.66596
   2.91791, 109.67741
